OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
shape,iterativefit,central,4,0.0,2.5,20.0,10000.0,-15.0,1.1,1.0
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,-15.0,0.0,1.2598004341125488
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.0,0.1278274897777175,1.1914608478546143
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.1278274897777175,0.3100000000000003,-0.9700356432680145*(x-0.12782748977771757)*(x-0.12782748977771757)*(x-0.12782748977771757)-0.07289530743878231*(x-0.12782748977771757)*(x-0.12782748977771757)+0.0*(x-0.12782748977771757)+1.1914608478546143
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.3100000000000003,0.3299999999999998,48155.176130260355*(x-0.3100000000000003)*(x-0.3100000000000003)*(x-0.3100000000000003)-1441.5768777260691*(x-0.3100000000000003)*(x-0.3100000000000003)-0.12313624726842884*(x-0.3100000000000003)+1.18317711353302
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.3299999999999998,0.3499999999999998,-11021.155801193541*(x-0.32999999999999985)*(x-0.32999999999999985)*(x-0.32999999999999985)+409.24526625427836*(x-0.32999999999999985)*(x-0.32999999999999985)+0.0*(x-0.32999999999999985)+0.9893250465393066
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.3499999999999998,0.3699999999999999,-5607.057299988113*(x-0.34999999999999987)*(x-0.34999999999999987)*(x-0.34999999999999987)+89.60112678117167*(x-0.34999999999999987)*(x-0.34999999999999987)+3.1444236887388772*(x-0.34999999999999987)+1.0648539066314697
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.3699999999999999,0.3997445097991854,2575.5895122393804*(x-0.3699999999999999)*(x-0.3699999999999999)*(x-0.3699999999999999)-114.91447122822579*(x-0.3699999999999999)*(x-0.3699999999999999)+0.0*(x-0.3699999999999999)+1.118726372718811
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.3997445097991854,0.4299999999999999,-3895.4153892131276*(x-0.39974450979918547)*(x-0.39974450979918547)*(x-0.39974450979918547)+176.78655320465919*(x-0.39974450979918547)*(x-0.39974450979918547)+0.0*(x-0.39974450979918547)+1.084836721420288
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.4299999999999999,0.5615964813451979,101.4765363427497*(x-0.4299999999999999)*(x-0.4299999999999999)*(x-0.4299999999999999)-21.20176533608267*(x-0.4299999999999999)*(x-0.4299999999999999)+0.0*(x-0.4299999999999999)+1.138779878616333
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.5615964813451979,0.8679188540004795,-3.057797397417856*(x-0.5615964813451979)*(x-0.5615964813451979)*(x-0.5615964813451979)+1.4178492617688159*(x-0.5615964813451979)*(x-0.5615964813451979)-0.30815491485687485*(x-0.5615964813451979)+1.0028743743896484
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.8679188540004795,0.99,24.121290714304127*(x-0.8679188540004795)*(x-0.8679188540004795)*(x-0.8679188540004795)-7.518600953479223*(x-0.8679188540004795)*(x-0.8679188540004795)-0.3002875571313573*(x-0.8679188540004795)+0.9536301493644714
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.99,1.1,0.8488029837608337
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,-15.0,0.0,1.194588541984558
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.0,0.1258442467163352,1.2320210933685303
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.1258442467163352,0.3100000000000003,0.4786878699816133*(x-0.12584424671633523)*(x-0.12584424671633523)*(x-0.12584424671633523)+2.5930418176472276*(x-0.12584424671633523)*(x-0.12584424671633523)-1.0037488540228112*(x-0.12584424671633523)+1.2320210933685303
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.3100000000000003,0.3299999999999998,-186.94996833802466*(x-0.3100000000000003)*(x-0.3100000000000003)*(x-0.3100000000000003)+5.60849905014062*(x-0.3100000000000003)*(x-0.3100000000000003)+0.0*(x-0.3100000000000003)+1.1381032466888428
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.3299999999999998,0.3499999999999998,7805.4666519165485*(x-0.32999999999999985)*(x-0.32999999999999985)*(x-0.32999999999999985)-234.16399955749603*(x-0.32999999999999985)*(x-0.32999999999999985)+0.0*(x-0.32999999999999985)+1.1388510465621948
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.3499999999999998,0.3802675222453189,-423.0419295791774*(x-0.3499999999999998)*(x-0.3499999999999998)*(x-0.3499999999999998)+19.206646521360696*(x-0.3499999999999998)*(x-0.3499999999999998)+0.0*(x-0.3499999999999998)+1.1076291799545288
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.3802675222453189,0.4201171266045103,2193.3436693290764*(x-0.3802675222453189)*(x-0.3802675222453189)*(x-0.3802675222453189)-131.10581616975134*(x-0.3802675222453189)*(x-0.3802675222453189)+0.0*(x-0.3802675222453189)+1.1134943962097168
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.4201171266045103,0.4700100462169264,-1015.7646904350472*(x-0.42011712660451034)*(x-0.42011712660451034)*(x-0.42011712660451034)+76.01919906750972*(x-0.42011712660451034)*(x-0.42011712660451034)+0.0*(x-0.42011712660451034)+1.0440961122512817
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.4700100462169264,0.5918343543028525,62.14103716449621*(x-0.4700100462169264)*(x-0.4700100462169264)*(x-0.4700100462169264)-11.834827916279611*(x-0.4700100462169264)*(x-0.4700100462169264)+0.0*(x-0.4700100462169264)+1.1071743965148926
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.5918343543028525,0.8753090609882374,-1.5614420570187761*(x-0.5918343543028525)*(x-0.5918343543028525)*(x-0.5918343543028525)+0.649970244175636*(x-0.5918343543028525)*(x-0.5918343543028525)-0.11680383864309833*(x-0.5918343543028525)+1.0438836812973022
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.8753090609882374,0.99,41.72207608126685*(x-0.8753090609882374)*(x-0.8753090609882374)*(x-0.8753090609882374)-11.741596462734428*(x-0.8753090609882374)*(x-0.8753090609882374)-0.12472624772686573*(x-0.8753090609882374)+1.027434229850769
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.99,1.1,0.9216240048408508
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,-15.0,0.0,1.2478548288345337
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.0,0.1266930621674147,1.2448675632476807
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.1266930621674147,0.3297208202506064,0.9262601283570634*(x-0.12669306216741477)*(x-0.12669306216741477)*(x-0.12669306216741477)+2.680000353342539*(x-0.12669306216741477)*(x-0.12669306216741477)-1.2027710060806172*(x-0.12669306216741477)+1.2448675632476807
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.3297208202506064,0.390348865413978,-73.83724375140048*(x-0.32972082025060645)*(x-0.32972082025060645)*(x-0.32972082025060645)+6.714911623348174*(x-0.32972082025060645)*(x-0.32972082025060645)+0.0*(x-0.32972082025060645)+1.1188937425613403
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.390348865413978,0.4701542393159526,2.871048545081743*(x-0.390348865413978)*(x-0.390348865413978)*(x-0.390348865413978)-0.8701590677715388*(x-0.390348865413978)*(x-0.390348865413978)+0.0*(x-0.390348865413978)+1.1271212100982666
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.4701542393159526,0.5808057724481637,20.529945576833327*(x-0.4701542393159526)*(x-0.4701542393159526)*(x-0.4701542393159526)-4.185392652784847*(x-0.4701542393159526)*(x-0.4701542393159526)-0.08403049605802436*(x-0.4701542393159526)+1.1230385303497314
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.5808057724481637,0.7616855188408379,-0.800438066097185*(x-0.5808057724481637)*(x-0.5808057724481637)*(x-0.5808057724481637)+0.3372726039753742*(x-0.5808057724481637)*(x-0.5808057724481637)-0.25617943436486273*(x-0.5808057724481637)+1.0903092622756958
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.7616855188408379,0.8918501580195205,-4.693300565327436*(x-0.7616855188408379)*(x-0.7616855188408379)*(x-0.7616855188408379)+0.6661130331398056*(x-0.7616855188408379)*(x-0.7616855188408379)-0.2127328238523345*(x-0.7616855188408379)+1.050269365310669
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.8918501580195205,0.9414224060582406,-31.555364319831074*(x-0.8918501580195205)*(x-0.8918501580195205)*(x-0.8918501580195205)-0.4091630230773591*(x-0.8918501580195205)*(x-0.8918501580195205)-0.27787752584066366*(x-0.8918501580195205)+1.0235145092010498
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.9414224060582406,0.97,131.5818801171153*(x-0.9414224060582406)*(x-0.9414224060582406)*(x-0.9414224060582406)-16.09183208299368*(x-0.9414224060582406)*(x-0.9414224060582406)-0.5510769805026939*(x-0.9414224060582406)+1.004889965057373
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.97,0.99,284.1017434187604*(x-0.97)*(x-0.97)*(x-0.97)-23.911881052307685*(x-0.97)*(x-0.97)-1.148428240925536*(x-0.97)+0.9790706038475037
shape,iterativefit,central,5,0.0,2.5,50.0,70.0,0.99,1.1,0.9488101005554199
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,-15.0,0.0,1.204094648361206
shape,iterativefit,central,5,0.0,2.5,70.0,100.0,0.0,0.1289560234796361,1.2673008441925049
