OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
shape,iterativefit,central,4,0.0,2.5,20.0,10000.0,-15.0,1.1,1.0
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,-15.0,0.0,0.997739223370818
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.0,0.1449483864049292,1.0043965578143093
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.1449483864049292,0.320027943921299,4.95996903080178*(x-0.14494838640492927)*(x-0.14494838640492927)*(x-0.14494838640492927)+2.0118388060581966*(x-0.14494838640492927)*(x-0.14494838640492927)+0.0*(x-0.14494838640492927)+1.0043965578143093
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.320027943921299,0.3596426300381784,-9066.530707539836*(x-0.320027943921299)*(x-0.320027943921299)*(x-0.320027943921299)+524.103356457277*(x-0.320027943921299)*(x-0.320027943921299)+1.160575277761865*(x-0.320027943921299)+1.0926837585405786
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.3596426300381784,0.4102036249927331,5784.969240945916*(x-0.3596426300381784)*(x-0.3596426300381784)*(x-0.3596426300381784)-438.7407009055807*(x-0.3596426300381784)*(x-0.3596426300381784)+0.0*(x-0.3596426300381784)+1.3974968548760043
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.4102036249927331,0.4706464746992406,-2001.5842320730949*(x-0.4102036249927331)*(x-0.4102036249927331)*(x-0.4102036249927331)+181.47218237116405*(x-0.4102036249927331)*(x-0.4102036249927331)+0.0*(x-0.4102036249927331)+1.0236292006596819
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.4706464746992406,0.5398740176255269,289.9736702484833*(x-0.47064647469924065)*(x-0.47064647469924065)*(x-0.47064647469924065)-36.46008245011418*(x-0.47064647469924065)*(x-0.47064647469924065)+0.0*(x-0.47064647469924065)+1.2446222788043646
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.5398740176255269,0.6203431632288289,-16.649359619677433*(x-0.5398740176255269)*(x-0.5398740176255269)*(x-0.5398740176255269)+3.4301385735481924*(x-0.5398740176255269)*(x-0.5398740176255269)-0.8790285494272384*(x-0.5398740176255269)+1.1660935430693686
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.6203431632288289,0.7324765784511629,1.6317758638608957*(x-0.6203431632288289)*(x-0.6203431632288289)*(x-0.6203431632288289)+0.31942145632205565*(x-0.6203431632288289)*(x-0.6203431632288289)-0.650415874402893*(x-0.6203431632288289)+1.1088946620620956
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.7324765784511629,0.9117607551938148,-7.3662623295837975*(x-0.7324765784511629)*(x-0.7324765784511629)*(x-0.7324765784511629)+1.698896505504726*(x-0.7324765784511629)*(x-0.7324765784511629)-0.5172268634606714*(x-0.7324765784511629)+1.0422784130885034
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.9117607551938148,0.99,20.19857227727182*(x-0.9117607551938147)*(x-0.9117607551938147)*(x-0.9117607551938147)-4.792702973240443*(x-0.9117607551938147)*(x-0.9117607551938147)-0.6183735854119173*(x-0.9117607551938147)+0.9617055910356711
shape,iterativefit,central,5,0.0,2.5,20.0,30.0,0.99,1.1,0.8936603000313991
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,-15.0,0.0,1.1059065993871562
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.0,0.1342107333185005,1.0201225209190579
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.1342107333185005,0.3298267793023171,6.259604554865597*(x-0.13421073331850056)*(x-0.13421073331850056)*(x-0.13421073331850056)-3.9644262967910486*(x-0.13421073331850056)*(x-0.13421073331850056)+0.832427518183173*(x-0.13421073331850056)+1.0201225209190579
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.3298267793023171,0.3998100524282686,176.11608913618045*(x-0.32982677930231713)*(x-0.32982677930231713)*(x-0.32982677930231713)-18.487770551837617*(x-0.32982677930231713)*(x-0.32982677930231713)+0.0*(x-0.32982677930231713)+1.0781128742505492
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.3998100524282686,0.4805657857700922,-102.7762779378583*(x-0.39981005242826867)*(x-0.39981005242826867)*(x-0.39981005242826867)+12.449660542522235*(x-0.39981005242826867)*(x-0.39981005242826867)+0.0*(x-0.39981005242826867)+1.0479306119467684
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.4805657857700922,0.5822161223770126,157.83371742657107*(x-0.4805657857700922)*(x-0.4805657857700922)*(x-0.4805657857700922)-24.065775756498763*(x-0.4805657857700922)*(x-0.4805657857700922)+0.0*(x-0.4805657857700922)+1.0749940511645322
shape,iterativefit,central,5,0.0,2.5,30.0,50.0,0.5822161223770126,0.7241792731347219,-45.0020862173363*(x-0.5822161223770126)*(x-0.5822161223770126)*(x-0.5822161223770126)+9.582956925124716*(x-0.5822161223770126)*(x-0.5822161223770126)+0.0*(x-0.5822161223770126)+0.9921051746593585
