DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.20123264193534851"
2, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.40635189414024353"
2, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.063961170613765717"
2, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.024468788877129555"
2, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.021137407049536705"
2, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.022110622376203537"
2, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.02850651927292347"
2, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.073027707636356354"
2, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.087202742695808411"
2, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.057495042681694031"
2, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))-0.11610054224729538"
2, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.22386409342288971"
2, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.085640758275985718"
2, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.073980927467346191"
2, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.07738717645406723"
2, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.099772818386554718"
2, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.25559696555137634"
2, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.30520960688591003"
2, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.20123264193534851"
2, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.40635189414024353"
2, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.063961170613765717"
2, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.024468788877129555"
2, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.021137407049536705"
2, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.022110622376203537"
2, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.02850651927292347"
2, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.073027707636356354"
2, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.087202742695808411"
2, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.057495042681694031"
2, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.24751+-0.0101816*log(x+19)*log(x+18)*(3-0.370828*log(x+18))+0.11610054224729538"
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))"
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))"
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.20433454215526581"
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.056436017155647278"
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.045686949044466019"
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.040380466729402542"
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.046115990728139877"
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.055282805114984512"
2, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.12217113375663757"
2, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.19009542465209961"
2, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.36742511391639709"
2, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.058381296694278717"
2, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.016124576330184937"
2, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.013053414411842823"
2, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.011537276208400726"
2, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.013175996951758862"
2, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.015795087441802025"
2, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.034906037151813507"
2, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.054312977939844131"
2, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))-0.10497860610485077"
2, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.20433454215526581"
2, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.056436017155647278"
2, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.045686949044466019"
2, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.040380466729402542"
2, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.046115990728139877"
2, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.055282805114984512"
2, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.12217113375663757"
2, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.19009542465209961"
2, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.36742511391639709"
2, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.058381296694278717"
2, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.016124576330184937"
2, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.013053414411842823"
2, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.011537276208400726"
2, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.013175996951758862"
2, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.015795087441802025"
2, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.034906037151813507"
2, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.054312977939844131"
2, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.835515+0.00536943*log(x+19)*log(x+18)*(3-0.399734*log(x+18))+0.10497860610485077"
