#Data tag : 19v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
299478:5976,52:52,07/20/17 13:26:32,STABLE BEAMS,6500,301653.827,293898.381,36.2,HFET
299478:5976,53:53,07/20/17 13:26:56,STABLE BEAMS,6500,301458.486,230228.826,36.2,HFET
299478:5976,54:54,07/20/17 13:27:19,STABLE BEAMS,6500,301127.513,34129.206,36.1,HFET
299478:5976,55:55,07/20/17 13:27:42,STABLE BEAMS,6500,300808.636,272811.744,36.1,HFET
299478:5976,56:56,07/20/17 13:28:06,STABLE BEAMS,6500,300619.016,169039.658,36.1,HFET
299478:5976,57:57,07/20/17 13:28:29,STABLE BEAMS,6500,300433.643,98487.692,36.0,HFET
299478:5976,58:58,07/20/17 13:28:52,STABLE BEAMS,6500,300371.836,293719.008,36.0,HFET
299478:5976,59:59,07/20/17 13:29:15,STABLE BEAMS,6500,300368.461,293303.223,36.0,HFET
299478:5976,60:60,07/20/17 13:29:39,STABLE BEAMS,6500,300049.153,292534.081,36.0,HFET
299478:5976,61:61,07/20/17 13:30:02,STABLE BEAMS,6500,299541.463,292485.561,35.9,HFET
299478:5976,62:62,07/20/17 13:30:25,STABLE BEAMS,6500,298381.218,291218.808,35.8,HFET
299478:5976,63:63,07/20/17 13:30:49,STABLE BEAMS,6500,298132.810,291281.465,35.8,HFET
299478:5976,64:64,07/20/17 13:31:12,STABLE BEAMS,6500,297698.546,290737.283,35.7,HFET
299478:5976,65:65,07/20/17 13:31:35,STABLE BEAMS,6500,297468.564,290884.201,35.7,HFET
299478:5976,66:66,07/20/17 13:31:59,STABLE BEAMS,6500,297274.172,290279.090,35.7,HFET
299478:5976,67:67,07/20/17 13:32:22,STABLE BEAMS,6500,297280.972,290735.355,35.7,HFET
299478:5976,68:68,07/20/17 13:32:45,STABLE BEAMS,6500,297130.955,286006.742,35.6,HFET
299478:5976,69:69,07/20/17 13:33:09,STABLE BEAMS,6500,296479.956,289953.259,35.6,HFET
299478:5976,70:70,07/20/17 13:33:32,STABLE BEAMS,6500,296362.133,289567.477,35.6,HFET
299478:5976,71:71,07/20/17 13:33:55,STABLE BEAMS,6500,295991.298,281007.571,35.5,HFET
299478:5976,72:72,07/20/17 13:34:19,STABLE BEAMS,6500,295863.652,289295.281,35.5,HFET
299478:5976,73:73,07/20/17 13:34:42,STABLE BEAMS,6500,295520.124,89623.792,35.5,HFET
299478:5976,74:74,07/20/17 13:35:05,STABLE BEAMS,6500,295290.375,156240.179,35.4,HFET
299478:5976,75:75,07/20/17 13:35:28,STABLE BEAMS,6500,295302.161,288215.859,35.4,HFET
299478:5976,76:76,07/20/17 13:35:52,STABLE BEAMS,6500,294982.269,288458.721,35.4,HFET
299478:5976,77:77,07/20/17 13:36:15,STABLE BEAMS,6500,294520.631,279717.999,35.3,HFET
299478:5976,78:78,07/20/17 13:36:38,STABLE BEAMS,6500,294389.474,275357.623,35.3,HFET
299478:5976,79:79,07/20/17 13:37:02,STABLE BEAMS,6500,293982.192,157186.112,35.3,HFET
299478:5976,80:80,07/20/17 13:37:25,STABLE BEAMS,6500,293469.352,134141.230,35.2,HFET
299478:5976,81:81,07/20/17 13:37:48,STABLE BEAMS,6500,292976.080,214695.414,35.1,HFET
299478:5976,82:82,07/20/17 13:38:12,STABLE BEAMS,6500,292425.987,46372.880,35.1,HFET
299478:5976,83:83,07/20/17 13:38:35,STABLE BEAMS,6500,291819.428,273667.749,35.0,HFET
299478:5976,84:84,07/20/17 13:38:58,STABLE BEAMS,6500,291497.354,284524.951,35.0,HFET
299478:5976,85:85,07/20/17 13:39:22,STABLE BEAMS,6500,290917.228,284241.161,34.9,HFET
299478:5976,86:86,07/20/17 13:39:45,STABLE BEAMS,6500,290598.225,280435.648,34.9,HFET
299478:5976,87:87,07/20/17 13:40:08,STABLE BEAMS,6500,290394.126,283813.494,34.8,HFET
299478:5976,88:88,07/20/17 13:40:31,STABLE BEAMS,6500,290191.593,284313.211,34.8,HFET
299478:5976,89:89,07/20/17 13:40:55,STABLE BEAMS,6500,289760.937,283816.724,34.8,HFET
299478:5976,90:90,07/20/17 13:41:18,STABLE BEAMS,6500,289455.055,283086.024,34.7,HFET
299478:5976,91:91,07/20/17 13:41:41,STABLE BEAMS,6500,289212.006,135538.943,34.7,HFET
299478:5976,92:92,07/20/17 13:42:05,STABLE BEAMS,6500,288685.047,176222.883,34.6,HFET
299478:5976,93:93,07/20/17 13:42:28,STABLE BEAMS,6500,287947.543,282165.293,34.5,HFET
299478:5976,94:94,07/20/17 13:42:51,STABLE BEAMS,6500,287793.380,277461.170,34.5,HFET
299478:5976,95:95,07/20/17 13:43:15,STABLE BEAMS,6500,287506.586,281206.231,34.5,HFET
299478:5976,96:96,07/20/17 13:43:38,STABLE BEAMS,6500,286880.862,281598.508,34.4,HFET
299478:5976,97:97,07/20/17 13:44:01,STABLE BEAMS,6500,268027.486,262855.717,32.2,HFET
299478:5976,98:98,07/20/17 13:44:25,STABLE BEAMS,6500,286528.121,281127.402,34.4,HFET
299478:5976,99:99,07/20/17 13:44:48,STABLE BEAMS,6500,287762.280,281849.840,34.5,HFET
299478:5976,100:100,07/20/17 13:45:11,STABLE BEAMS,6500,252845.533,248627.047,30.3,HFET
299478:5976,101:101,07/20/17 13:45:34,STABLE BEAMS,6500,288444.540,282659.570,34.6,HFET
299478:5976,102:102,07/20/17 13:45:58,STABLE BEAMS,6500,264062.853,258769.998,31.7,HFET
299478:5976,103:103,07/20/17 13:46:21,STABLE BEAMS,6500,308490.760,301177.894,37.0,HFET
299478:5976,104:104,07/20/17 13:46:45,STABLE BEAMS,6500,309609.453,301511.669,37.1,HFET
299478:5976,105:105,07/20/17 13:47:08,STABLE BEAMS,6500,309494.083,294072.137,37.1,HFET
299478:5976,106:106,07/20/17 13:47:31,STABLE BEAMS,6500,309303.407,301066.066,37.1,HFET
299478:5976,107:107,07/20/17 13:47:54,STABLE BEAMS,6500,308597.430,301310.538,37.0,HFET
299478:5976,108:108,07/20/17 13:48:18,STABLE BEAMS,6500,308785.364,300455.935,37.0,HFET
299478:5976,109:109,07/20/17 13:48:41,STABLE BEAMS,6500,308455.568,301001.311,37.0,HFET
299478:5976,110:110,07/20/17 13:49:04,STABLE BEAMS,6500,308246.006,300988.334,37.0,HFET
299478:5976,111:111,07/20/17 13:49:28,STABLE BEAMS,6500,308098.236,300319.178,37.0,HFET
299478:5976,112:112,07/20/17 13:49:51,STABLE BEAMS,6500,308155.556,300514.667,37.0,HFET
299478:5976,113:113,07/20/17 13:50:14,STABLE BEAMS,6500,308142.815,301102.507,37.0,HFET
299478:5976,114:114,07/20/17 13:50:38,STABLE BEAMS,6500,307814.920,295420.604,36.9,HFET
299478:5976,115:115,07/20/17 13:51:01,STABLE BEAMS,6500,307641.005,300900.806,36.9,HFET
299478:5976,116:116,07/20/17 13:51:24,STABLE BEAMS,6500,307443.598,300789.303,36.9,HFET
299478:5976,117:117,07/20/17 13:51:48,STABLE BEAMS,6500,307266.732,300327.045,36.9,HFET
299478:5976,118:118,07/20/17 13:52:11,STABLE BEAMS,6500,307089.743,300469.240,36.8,HFET
299478:5976,119:119,07/20/17 13:52:34,STABLE BEAMS,6500,307068.933,300409.061,36.8,HFET
299478:5976,120:120,07/20/17 13:52:57,STABLE BEAMS,6500,306684.915,299460.832,36.8,HFET
299478:5976,121:121,07/20/17 13:53:21,STABLE BEAMS,6500,306546.523,299871.767,36.8,HFET
299478:5976,122:122,07/20/17 13:53:44,STABLE BEAMS,6500,306562.639,295410.382,36.8,HFET
299478:5976,123:123,07/20/17 13:54:07,STABLE BEAMS,6500,306441.954,299605.071,36.8,HFET
299478:5976,124:124,07/20/17 13:54:31,STABLE BEAMS,6500,306308.307,300007.150,36.7,HFET
299478:5976,125:125,07/20/17 13:54:54,STABLE BEAMS,6500,306286.554,299542.132,36.7,HFET
299478:5976,126:126,07/20/17 13:55:17,STABLE BEAMS,6500,305843.359,299385.906,36.7,HFET
299478:5976,127:127,07/20/17 13:55:41,STABLE BEAMS,6500,305771.473,298567.355,36.7,HFET
299478:5976,128:128,07/20/17 13:56:04,STABLE BEAMS,6500,305588.444,298548.242,36.7,HFET
299478:5976,129:129,07/20/17 13:56:27,STABLE BEAMS,6500,305402.735,298452.863,36.6,HFET
299478:5976,130:130,07/20/17 13:56:51,STABLE BEAMS,6500,305202.453,298634.443,36.6,HFET
299478:5976,131:131,07/20/17 13:57:14,STABLE BEAMS,6500,304729.942,298404.463,36.6,HFET
299478:5976,132:132,07/20/17 13:57:37,STABLE BEAMS,6500,305026.657,191881.069,36.6,HFET
299478:5976,133:133,07/20/17 13:58:00,STABLE BEAMS,6500,304853.792,287918.895,36.6,HFET
299478:5976,134:134,07/20/17 13:58:24,STABLE BEAMS,6500,304739.377,297530.063,36.6,HFET
299478:5976,135:135,07/20/17 13:58:47,STABLE BEAMS,6500,304548.937,296937.381,36.5,HFET
299478:5976,136:136,07/20/17 13:59:10,STABLE BEAMS,6500,304412.328,296546.639,36.5,HFET
299478:5976,137:137,07/20/17 13:59:34,STABLE BEAMS,6500,304399.343,296884.234,36.5,HFET
299478:5976,138:138,07/20/17 13:59:57,STABLE BEAMS,6500,304254.020,205733.522,36.5,HFET
299478:5976,139:139,07/20/17 14:00:20,STABLE BEAMS,6500,303957.818,71129.634,36.5,HFET
299478:5976,140:140,07/20/17 14:00:44,STABLE BEAMS,6500,303816.050,296563.047,36.4,HFET
299478:5976,141:141,07/20/17 14:01:07,STABLE BEAMS,6500,303639.426,295623.121,36.4,HFET
299478:5976,142:142,07/20/17 14:01:30,STABLE BEAMS,6500,303471.195,296268.335,36.4,HFET
299478:5976,143:143,07/20/17 14:01:54,STABLE BEAMS,6500,303348.152,296034.303,36.4,HFET
299478:5976,144:144,07/20/17 14:02:17,STABLE BEAMS,6500,303199.265,250518.045,36.4,HFET
299478:5976,145:145,07/20/17 14:02:40,STABLE BEAMS,6500,303027.315,295755.555,36.4,HFET
299478:5976,146:146,07/20/17 14:03:04,STABLE BEAMS,6500,302753.903,295624.357,36.3,HFET
299478:5976,147:147,07/20/17 14:03:27,STABLE BEAMS,6500,302476.499,294925.987,36.3,HFET
299478:5976,148:148,07/20/17 14:03:50,STABLE BEAMS,6500,231405.058,226909.141,27.8,HFET
299478:5976,149:149,07/20/17 14:04:14,STABLE BEAMS,6500,42749.761,42592.700,5.1,HFET
299478:5976,150:150,07/20/17 14:04:37,STABLE BEAMS,6500,197286.709,194636.277,23.7,HFET
299478:5976,151:151,07/20/17 14:05:00,STABLE BEAMS,6500,279716.186,273644.702,33.6,HFET
299478:5976,152:152,07/20/17 14:05:23,STABLE BEAMS,6500,148179.556,146583.164,17.8,HFET
299478:5976,153:153,07/20/17 14:05:47,STABLE BEAMS,6500,50973.362,50680.175,6.1,HFET
299478:5976,154:154,07/20/17 14:06:10,STABLE BEAMS,6500,64056.078,63640.862,7.7,HFET
299478:5976,155:155,07/20/17 14:06:33,STABLE BEAMS,6500,151136.525,149648.341,18.1,HFET
299478:5976,156:156,07/20/17 14:06:57,STABLE BEAMS,6500,280341.382,273927.196,33.6,HFET
299478:5976,157:157,07/20/17 14:07:20,STABLE BEAMS,6500,198003.232,194596.449,23.8,HFET
299478:5976,158:158,07/20/17 14:07:43,STABLE BEAMS,6500,41768.502,41561.604,5.0,HFET
299478:5976,159:159,07/20/17 14:08:07,STABLE BEAMS,6500,280460.068,166878.872,33.6,HFET
299478:5976,160:160,07/20/17 14:08:30,STABLE BEAMS,6500,301250.414,277652.061,36.1,HFET
299478:5976,161:161,07/20/17 14:08:53,STABLE BEAMS,6500,301236.463,294035.489,36.1,HFET
299478:5976,162:162,07/20/17 14:09:17,STABLE BEAMS,6500,301090.750,289814.367,36.1,HFET
299478:5976,163:163,07/20/17 14:09:40,STABLE BEAMS,6500,300898.495,292903.844,36.1,HFET
299478:5976,164:164,07/20/17 14:10:03,STABLE BEAMS,6500,300771.576,294280.920,36.1,HFET
299478:5976,165:165,07/20/17 14:10:26,STABLE BEAMS,6500,300984.383,293854.649,36.1,HFET
299478:5976,166:166,07/20/17 14:10:50,STABLE BEAMS,6500,300443.771,289878.994,36.0,HFET
299478:5976,167:167,07/20/17 14:11:13,STABLE BEAMS,6500,300327.653,289283.628,36.0,HFET
299478:5976,168:168,07/20/17 14:11:36,STABLE BEAMS,6500,300198.406,289186.437,36.0,HFET
299478:5976,169:169,07/20/17 14:12:00,STABLE BEAMS,6500,300054.564,285412.113,36.0,HFET
299478:5976,170:170,07/20/17 14:12:23,STABLE BEAMS,6500,299925.468,292993.429,36.0,HFET
299478:5976,171:171,07/20/17 14:12:46,STABLE BEAMS,6500,299729.456,293495.867,36.0,HFET
299478:5976,172:172,07/20/17 14:13:10,STABLE BEAMS,6500,299609.943,151769.850,35.9,HFET
299478:5976,173:0,07/20/17 14:13:33,STABLE BEAMS,6500,299431.012,0.000,35.9,HFET
299478:5976,174:0,07/20/17 14:13:56,STABLE BEAMS,6500,299335.255,0.000,35.9,HFET
299478:5976,175:0,07/20/17 14:14:20,STABLE BEAMS,6500,299189.014,0.000,35.9,HFET
299479:5976,1:1,07/20/17 14:18:01,STABLE BEAMS,6500,297447.171,42178.484,35.7,HFET
299479:5976,2:2,07/20/17 14:18:25,STABLE BEAMS,6500,297404.833,163313.799,35.7,HFET
299479:5976,3:3,07/20/17 14:18:48,STABLE BEAMS,6500,297428.062,281669.357,35.7,HFET
299479:5976,4:4,07/20/17 14:19:11,STABLE BEAMS,6500,297452.110,281370.879,35.7,HFET
299479:5976,5:5,07/20/17 14:19:34,STABLE BEAMS,6500,297221.461,277834.577,35.7,HFET
299479:5976,6:6,07/20/17 14:19:58,STABLE BEAMS,6500,296710.146,281582.875,35.6,HFET
299479:5976,7:7,07/20/17 14:20:21,STABLE BEAMS,6500,296934.086,254531.801,35.6,HFET
299479:5976,8:8,07/20/17 14:20:44,STABLE BEAMS,6500,296400.199,65014.512,35.6,HFET
299479:5976,9:9,07/20/17 14:21:08,STABLE BEAMS,6500,296412.632,280913.346,35.6,HFET
299479:5976,10:10,07/20/17 14:21:31,STABLE BEAMS,6500,296346.152,280923.581,35.5,HFET
299479:5976,11:11,07/20/17 14:21:54,STABLE BEAMS,6500,296710.146,279904.169,35.6,HFET
299479:5976,12:12,07/20/17 14:22:18,STABLE BEAMS,6500,296155.175,280144.658,35.5,HFET
299479:5976,13:13,07/20/17 14:22:41,STABLE BEAMS,6500,296057.106,279527.222,35.5,HFET
299479:5976,14:14,07/20/17 14:23:04,STABLE BEAMS,6500,295905.290,276561.630,35.5,HFET
299479:5976,15:15,07/20/17 14:23:28,STABLE BEAMS,6500,295732.706,279623.373,35.5,HFET
299479:5976,16:16,07/20/17 14:23:51,STABLE BEAMS,6500,295590.745,186168.916,35.5,HFET
299479:5976,17:17,07/20/17 14:24:14,STABLE BEAMS,6500,295437.767,279240.031,35.4,HFET
299479:5976,18:18,07/20/17 14:24:37,STABLE BEAMS,6500,295278.588,279791.349,35.4,HFET
299479:5976,19:19,07/20/17 14:25:01,STABLE BEAMS,6500,295224.693,279726.068,35.4,HFET
299479:5976,20:20,07/20/17 14:25:24,STABLE BEAMS,6500,295016.015,279228.434,35.4,HFET
299479:5976,21:21,07/20/17 14:25:47,STABLE BEAMS,6500,294967.356,277711.199,35.4,HFET
299479:5976,22:22,07/20/17 14:26:11,STABLE BEAMS,6500,294904.679,280869.758,35.4,HFET
299479:5976,23:23,07/20/17 14:26:34,STABLE BEAMS,6500,294787.141,279010.947,35.4,HFET
299479:5976,24:24,07/20/17 14:26:57,STABLE BEAMS,6500,294608.045,280277.021,35.3,HFET
299479:5976,25:25,07/20/17 14:27:21,STABLE BEAMS,6500,294423.293,278961.567,35.3,HFET
299479:5976,26:26,07/20/17 14:27:44,STABLE BEAMS,6500,294206.016,279209.758,35.3,HFET
299479:5976,27:27,07/20/17 14:28:07,STABLE BEAMS,6500,294005.688,273929.522,35.3,HFET
299479:5976,28:28,07/20/17 14:28:31,STABLE BEAMS,6500,293892.475,278224.826,35.3,HFET
299479:5976,29:29,07/20/17 14:28:54,STABLE BEAMS,6500,293804.792,278736.348,35.2,HFET
299479:5976,30:30,07/20/17 14:29:17,STABLE BEAMS,6500,293628.139,257571.267,35.2,HFET
299479:5976,31:31,07/20/17 14:29:41,STABLE BEAMS,6500,293490.515,278466.005,35.2,HFET
299479:5976,32:32,07/20/17 14:30:04,STABLE BEAMS,6500,293385.369,276389.206,35.2,HFET
299479:5976,33:33,07/20/17 14:30:27,STABLE BEAMS,6500,293229.561,278686.236,35.2,HFET
299479:5976,34:34,07/20/17 14:30:50,STABLE BEAMS,6500,293036.987,278690.192,35.2,HFET
299479:5976,35:35,07/20/17 14:31:14,STABLE BEAMS,6500,292902.147,277112.533,35.1,HFET
299479:5976,36:36,07/20/17 14:31:37,STABLE BEAMS,6500,292734.709,277322.645,35.1,HFET
299479:5976,37:37,07/20/17 14:32:00,STABLE BEAMS,6500,292593.546,276199.988,35.1,HFET
299479:5976,38:38,07/20/17 14:32:24,STABLE BEAMS,6500,292439.409,276504.098,35.1,HFET
299479:5976,39:39,07/20/17 14:32:47,STABLE BEAMS,6500,292326.951,229501.816,35.1,HFET
299479:5976,40:40,07/20/17 14:33:10,STABLE BEAMS,6500,292139.301,276013.728,35.0,HFET
299479:5976,41:41,07/20/17 14:33:34,STABLE BEAMS,6500,291648.455,274963.437,35.0,HFET
299479:5976,42:42,07/20/17 14:33:57,STABLE BEAMS,6500,291555.006,276801.237,35.0,HFET
299479:5976,43:43,07/20/17 14:34:20,STABLE BEAMS,6500,291419.808,268618.987,35.0,HFET
299479:5976,44:44,07/20/17 14:34:44,STABLE BEAMS,6500,291283.916,275336.273,34.9,HFET
299479:5976,45:45,07/20/17 14:35:07,STABLE BEAMS,6500,291075.715,262229.415,34.9,HFET
299479:5976,46:46,07/20/17 14:35:30,STABLE BEAMS,6500,290960.068,226285.153,34.9,HFET
299479:5976,47:47,07/20/17 14:35:54,STABLE BEAMS,6500,290790.494,275132.799,34.9,HFET
299479:5976,48:48,07/20/17 14:36:17,STABLE BEAMS,6500,290629.877,275614.573,34.9,HFET
299479:5976,49:49,07/20/17 14:36:40,STABLE BEAMS,6500,290508.081,275433.201,34.8,HFET
299479:5976,50:50,07/20/17 14:37:03,STABLE BEAMS,6500,290257.971,274362.734,34.8,HFET
299479:5976,51:51,07/20/17 14:37:27,STABLE BEAMS,6500,290137.270,274498.257,34.8,HFET
299479:5976,52:52,07/20/17 14:37:50,STABLE BEAMS,6500,289897.236,274601.946,34.8,HFET
299479:5976,53:53,07/20/17 14:38:13,STABLE BEAMS,6500,289575.502,274296.041,34.7,HFET
299479:5976,54:54,07/20/17 14:38:37,STABLE BEAMS,6500,289355.915,274319.447,34.7,HFET
299479:5976,55:55,07/20/17 14:39:00,STABLE BEAMS,6500,289214.859,273246.871,34.7,HFET
299479:5976,56:56,07/20/17 14:39:23,STABLE BEAMS,6500,289004.851,274851.258,34.7,HFET
299479:5976,57:57,07/20/17 14:39:47,STABLE BEAMS,6500,288842.468,275101.268,34.6,HFET
299479:5976,58:58,07/20/17 14:40:10,STABLE BEAMS,6500,288721.655,272578.480,34.6,HFET
299479:5976,59:59,07/20/17 14:40:33,STABLE BEAMS,6500,288524.006,274199.471,34.6,HFET
299479:5976,60:60,07/20/17 14:40:57,STABLE BEAMS,6500,288379.138,270494.491,34.6,HFET
299479:5976,61:61,07/20/17 14:41:20,STABLE BEAMS,6500,288233.031,228314.791,34.6,HFET
299479:5976,62:62,07/20/17 14:41:43,STABLE BEAMS,6500,288136.082,272094.166,34.6,HFET
299479:5976,63:63,07/20/17 14:42:07,STABLE BEAMS,6500,288199.896,273520.858,34.6,HFET
299479:5976,64:64,07/20/17 14:42:30,STABLE BEAMS,6500,288083.330,273244.140,34.6,HFET
299479:5976,65:65,07/20/17 14:42:53,STABLE BEAMS,6500,287904.315,272435.185,34.5,HFET
299479:5976,66:66,07/20/17 14:43:16,STABLE BEAMS,6500,287762.850,272778.513,34.5,HFET
299479:5976,67:67,07/20/17 14:43:40,STABLE BEAMS,6500,287454.307,195327.819,34.5,HFET
299479:5976,68:68,07/20/17 14:44:03,STABLE BEAMS,6500,287290.478,59241.215,34.5,HFET
299479:5976,69:69,07/20/17 14:44:26,STABLE BEAMS,6500,287115.961,272566.121,34.4,HFET
299479:5976,70:70,07/20/17 14:44:50,STABLE BEAMS,6500,286990.971,271792.998,34.4,HFET
299479:5976,71:71,07/20/17 14:45:13,STABLE BEAMS,6500,286847.631,272120.972,34.4,HFET
299479:5976,72:72,07/20/17 14:45:36,STABLE BEAMS,6500,286702.606,271962.272,34.4,HFET
299479:5976,73:73,07/20/17 14:46:00,STABLE BEAMS,6500,286585.059,269242.577,34.4,HFET
299479:5976,74:74,07/20/17 14:46:23,STABLE BEAMS,6500,286467.861,272389.566,34.4,HFET
299479:5976,75:75,07/20/17 14:46:46,STABLE BEAMS,6500,286297.669,271462.772,34.3,HFET
299479:5976,76:76,07/20/17 14:47:10,STABLE BEAMS,6500,286200.088,270666.402,34.3,HFET
