#Data tag : 19v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
299481:5976,948:948,07/21/17 02:03:13,STABLE BEAMS,6500,145486.002,10203.773,17.5,HFET
299481:5976,949:949,07/21/17 02:03:37,STABLE BEAMS,6500,145240.962,20613.338,17.4,HFET
299481:5976,950:950,07/21/17 02:04:00,STABLE BEAMS,6500,145138.588,118620.647,17.4,HFET
299481:5976,951:951,07/21/17 02:04:23,STABLE BEAMS,6500,145140.295,142754.030,17.4,HFET
299481:5976,952:952,07/21/17 02:04:47,STABLE BEAMS,6500,144989.492,142472.783,17.4,HFET
299481:5976,953:953,07/21/17 02:05:10,STABLE BEAMS,6500,145005.320,142722.104,17.4,HFET
299481:5976,954:954,07/21/17 02:05:33,STABLE BEAMS,6500,144981.523,142296.979,17.4,HFET
299481:5976,955:955,07/21/17 02:05:57,STABLE BEAMS,6500,144953.649,142269.829,17.4,HFET
299481:5976,956:956,07/21/17 02:06:20,STABLE BEAMS,6500,144883.927,142440.033,17.4,HFET
299481:5976,957:957,07/21/17 02:06:43,STABLE BEAMS,6500,144814.353,142337.135,17.4,HFET
299481:5976,958:958,07/21/17 02:07:06,STABLE BEAMS,6500,144746.008,141802.088,17.4,HFET
299481:5976,959:959,07/21/17 02:07:30,STABLE BEAMS,6500,144685.742,142109.681,17.4,HFET
299481:5976,960:960,07/21/17 02:07:53,STABLE BEAMS,6500,144656.714,141816.158,17.4,HFET
299481:5976,961:961,07/21/17 02:08:16,STABLE BEAMS,6500,144626.827,141856.145,17.3,HFET
299481:5976,962:962,07/21/17 02:08:40,STABLE BEAMS,6500,144574.519,141934.258,17.3,HFET
299481:5976,963:963,07/21/17 02:09:03,STABLE BEAMS,6500,144523.180,31370.809,17.3,HFET
299481:5976,964:964,07/21/17 02:09:26,STABLE BEAMS,6500,144478.559,88058.135,17.3,HFET
299481:5976,965:965,07/21/17 02:09:50,STABLE BEAMS,6500,144433.520,141657.090,17.3,HFET
299481:5976,966:966,07/21/17 02:10:13,STABLE BEAMS,6500,144384.220,141710.915,17.3,HFET
299481:5976,967:967,07/21/17 02:10:36,STABLE BEAMS,6500,144310.192,137060.165,17.3,HFET
299481:5976,968:968,07/21/17 02:11:00,STABLE BEAMS,6500,144290.521,141690.406,17.3,HFET
299481:5976,969:969,07/21/17 02:11:23,STABLE BEAMS,6500,144270.556,141706.371,17.3,HFET
299481:5976,970:970,07/21/17 02:11:46,STABLE BEAMS,6500,144188.363,139714.154,17.3,HFET
299481:5976,971:971,07/21/17 02:12:09,STABLE BEAMS,6500,144116.901,141389.356,17.3,HFET
299481:5976,972:972,07/21/17 02:12:33,STABLE BEAMS,6500,144059.585,141198.037,17.3,HFET
299481:5976,973:973,07/21/17 02:12:56,STABLE BEAMS,6500,144031.013,141638.543,17.3,HFET
299481:5976,974:974,07/21/17 02:13:20,STABLE BEAMS,6500,143977.442,141650.775,17.3,HFET
299481:5976,975:975,07/21/17 02:13:43,STABLE BEAMS,6500,143922.901,141202.657,17.3,HFET
299481:5976,976:976,07/21/17 02:14:06,STABLE BEAMS,6500,143891.677,140940.261,17.3,HFET
299481:5976,977:977,07/21/17 02:14:29,STABLE BEAMS,6500,143834.620,141442.471,17.3,HFET
299481:5976,978:978,07/21/17 02:14:53,STABLE BEAMS,6500,143787.373,141471.304,17.2,HFET
299481:5976,979:979,07/21/17 02:15:16,STABLE BEAMS,6500,143741.059,141224.948,17.2,HFET
299481:5976,980:980,07/21/17 02:15:39,STABLE BEAMS,6500,143705.231,141089.517,17.2,HFET
299481:5976,981:981,07/21/17 02:16:03,STABLE BEAMS,6500,143660.158,141011.324,17.2,HFET
299481:5976,982:982,07/21/17 02:16:26,STABLE BEAMS,6500,143620.205,140769.694,17.2,HFET
299481:5976,983:983,07/21/17 02:16:49,STABLE BEAMS,6500,143601.628,140653.472,17.2,HFET
299481:5976,984:984,07/21/17 02:17:12,STABLE BEAMS,6500,143560.730,141478.732,17.2,HFET
299481:5976,985:985,07/21/17 02:17:36,STABLE BEAMS,6500,143486.570,140508.935,17.2,HFET
299481:5976,986:986,07/21/17 02:17:59,STABLE BEAMS,6500,143457.778,140676.586,17.2,HFET
299481:5976,987:987,07/21/17 02:18:22,STABLE BEAMS,6500,143411.355,139062.528,17.2,HFET
299481:5976,988:988,07/21/17 02:18:46,STABLE BEAMS,6500,143340.094,140820.131,17.2,HFET
299481:5976,989:989,07/21/17 02:19:09,STABLE BEAMS,6500,143286.084,141208.701,17.2,HFET
299481:5976,990:990,07/21/17 02:19:32,STABLE BEAMS,6500,143249.876,140609.385,17.2,HFET
299481:5976,991:991,07/21/17 02:19:56,STABLE BEAMS,6500,143173.177,140636.017,17.2,HFET
299481:5976,992:992,07/21/17 02:20:19,STABLE BEAMS,6500,143075.004,138439.705,17.2,HFET
299481:5976,993:993,07/21/17 02:20:42,STABLE BEAMS,6500,143080.689,140579.603,17.2,HFET
299481:5976,994:994,07/21/17 02:21:06,STABLE BEAMS,6500,143019.374,140749.440,17.2,HFET
299481:5976,995:995,07/21/17 02:21:29,STABLE BEAMS,6500,142949.490,140345.515,17.1,HFET
299481:5976,996:996,07/21/17 02:21:52,STABLE BEAMS,6500,142911.933,140209.447,17.1,HFET
299481:5976,997:997,07/21/17 02:22:16,STABLE BEAMS,6500,142860.122,136700.348,17.1,HFET
299481:5976,998:998,07/21/17 02:22:39,STABLE BEAMS,6500,142791.184,25974.213,17.1,HFET
299481:5976,999:999,07/21/17 02:23:02,STABLE BEAMS,6500,142717.703,81723.497,17.1,HFET
299481:5976,1000:1000,07/21/17 02:23:25,STABLE BEAMS,6500,142764.480,140471.489,17.1,HFET
299481:5976,1001:1001,07/21/17 02:23:49,STABLE BEAMS,6500,142693.959,139900.434,17.1,HFET
299481:5976,1002:1002,07/21/17 02:24:12,STABLE BEAMS,6500,142641.080,140112.914,17.1,HFET
299481:5976,1003:1003,07/21/17 02:24:35,STABLE BEAMS,6500,142578.429,140283.049,17.1,HFET
299481:5976,1004:1004,07/21/17 02:24:59,STABLE BEAMS,6500,142522.077,140066.884,17.1,HFET
299481:5976,1005:1005,07/21/17 02:25:22,STABLE BEAMS,6500,142466.535,138016.970,17.1,HFET
299481:5976,1006:1006,07/21/17 02:25:45,STABLE BEAMS,6500,142440.176,138226.480,17.1,HFET
299481:5976,1007:1007,07/21/17 02:26:09,STABLE BEAMS,6500,142417.832,139736.782,17.1,HFET
299481:5976,1008:1008,07/21/17 02:26:32,STABLE BEAMS,6500,142342.647,140219.028,17.1,HFET
299481:5976,1009:1009,07/21/17 02:26:55,STABLE BEAMS,6500,142303.839,139688.121,17.1,HFET
299481:5976,1010:1010,07/21/17 02:27:19,STABLE BEAMS,6500,142277.222,137755.947,17.1,HFET
299481:5976,1011:1011,07/21/17 02:27:42,STABLE BEAMS,6500,142235.112,139436.063,17.1,HFET
299481:5976,1012:1012,07/21/17 02:28:05,STABLE BEAMS,6500,142162.015,139581.269,17.1,HFET
299481:5976,1013:1013,07/21/17 02:28:29,STABLE BEAMS,6500,142131.606,139979.305,17.0,HFET
299481:5976,1014:1014,07/21/17 02:28:52,STABLE BEAMS,6500,142103.357,139983.234,17.0,HFET
299481:5976,1015:1015,07/21/17 02:29:15,STABLE BEAMS,6500,142065.532,139558.009,17.0,HFET
299481:5976,1016:1016,07/21/17 02:29:38,STABLE BEAMS,6500,142025.988,139748.049,17.0,HFET
299481:5976,1017:1017,07/21/17 02:30:02,STABLE BEAMS,6500,141909.617,139437.717,17.0,HFET
299481:5976,1018:1018,07/21/17 02:30:25,STABLE BEAMS,6500,141851.634,138884.901,17.0,HFET
299481:5976,1019:1019,07/21/17 02:30:48,STABLE BEAMS,6500,141798.292,139588.196,17.0,HFET
299481:5976,1020:1020,07/21/17 02:31:12,STABLE BEAMS,6500,141801.116,139003.521,17.0,HFET
299481:5976,1021:1021,07/21/17 02:31:35,STABLE BEAMS,6500,141715.020,139081.914,17.0,HFET
299481:5976,1022:1022,07/21/17 02:31:58,STABLE BEAMS,6500,141667.780,139031.530,17.0,HFET
299481:5976,1023:1023,07/21/17 02:32:22,STABLE BEAMS,6500,141616.477,138819.999,17.0,HFET
299481:5976,1024:1024,07/21/17 02:32:45,STABLE BEAMS,6500,141499.925,139293.200,17.0,HFET
299481:5976,1025:1025,07/21/17 02:33:08,STABLE BEAMS,6500,141435.793,138974.235,17.0,HFET
299481:5976,1026:1026,07/21/17 02:33:32,STABLE BEAMS,6500,141394.214,138997.514,17.0,HFET
299481:5976,1027:1027,07/21/17 02:33:55,STABLE BEAMS,6500,141361.792,138998.999,17.0,HFET
299481:5976,1028:1028,07/21/17 02:34:18,STABLE BEAMS,6500,141339.118,138650.466,17.0,HFET
299481:5976,1029:1029,07/21/17 02:34:42,STABLE BEAMS,6500,141275.122,138749.668,16.9,HFET
299481:5976,1030:1030,07/21/17 02:35:05,STABLE BEAMS,6500,141141.730,138653.669,16.9,HFET
299481:5976,1031:1031,07/21/17 02:35:28,STABLE BEAMS,6500,141159.371,136891.560,16.9,HFET
299481:5976,1032:1032,07/21/17 02:35:51,STABLE BEAMS,6500,141136.808,138872.870,16.9,HFET
299481:5976,1033:1033,07/21/17 02:36:15,STABLE BEAMS,6500,141089.422,138700.398,16.9,HFET
299481:5976,1034:1034,07/21/17 02:36:38,STABLE BEAMS,6500,140950.226,139017.787,16.9,HFET
299481:5976,1035:1035,07/21/17 02:37:01,STABLE BEAMS,6500,141032.179,138611.094,16.9,HFET
299481:5976,1036:1036,07/21/17 02:37:25,STABLE BEAMS,6500,140937.876,138550.456,16.9,HFET
299481:5976,1037:1037,07/21/17 02:37:48,STABLE BEAMS,6500,140847.636,138199.416,16.9,HFET
299481:5976,1061:1061,07/21/17 02:47:08,STABLE BEAMS,6500,139814.875,0.000,16.8,HFET
299481:5976,1062:1062,07/21/17 02:47:31,STABLE BEAMS,6500,139764.708,11725.314,16.8,HFET
299481:5976,1063:1063,07/21/17 02:47:54,STABLE BEAMS,6500,139689.512,0.000,16.8,HFET
299481:5976,1064:1064,07/21/17 02:48:17,STABLE BEAMS,6500,139644.316,0.000,16.8,HFET
299481:5976,1065:1065,07/21/17 02:48:41,STABLE BEAMS,6500,139603.822,41287.035,16.7,HFET
299481:5976,1066:1066,07/21/17 02:49:04,STABLE BEAMS,6500,139575.173,137320.296,16.7,HFET
299481:5976,1067:1067,07/21/17 02:49:27,STABLE BEAMS,6500,139518.660,137136.988,16.7,HFET
299481:5976,1068:1068,07/21/17 02:49:51,STABLE BEAMS,6500,139474.852,136963.064,16.7,HFET
299481:5976,1069:1069,07/21/17 02:50:14,STABLE BEAMS,6500,139414.228,137128.506,16.7,HFET
299481:5976,1070:1070,07/21/17 02:50:37,STABLE BEAMS,6500,134902.070,132347.526,16.2,HFET
299481:5976,1071:1071,07/21/17 02:51:01,STABLE BEAMS,6500,136324.672,134142.505,16.4,HFET
299481:5976,1072:1072,07/21/17 02:51:24,STABLE BEAMS,6500,135020.507,132648.751,16.2,HFET
299481:5976,1073:1073,07/21/17 02:51:47,STABLE BEAMS,6500,134767.571,132493.752,16.2,HFET
299481:5976,1074:1074,07/21/17 02:52:10,STABLE BEAMS,6500,136515.096,134296.410,16.4,HFET
299481:5976,1075:1075,07/21/17 02:52:34,STABLE BEAMS,6500,139109.110,136734.207,16.7,HFET
299481:5976,1076:1076,07/21/17 02:52:57,STABLE BEAMS,6500,139077.393,136640.992,16.7,HFET
299481:5976,1077:1077,07/21/17 02:53:20,STABLE BEAMS,6500,139036.520,136600.354,16.7,HFET
299481:5976,1078:1078,07/21/17 02:53:44,STABLE BEAMS,6500,138993.879,136560.879,16.7,HFET
299481:5976,1079:1079,07/21/17 02:54:07,STABLE BEAMS,6500,138981.212,136480.405,16.7,HFET
299481:5976,1080:1080,07/21/17 02:54:30,STABLE BEAMS,6500,138937.835,136440.348,16.7,HFET
299481:5976,1081:1081,07/21/17 02:54:54,STABLE BEAMS,6500,138873.850,136602.093,16.7,HFET
299481:5976,1082:1082,07/21/17 02:55:17,STABLE BEAMS,6500,138819.047,136485.633,16.7,HFET
299481:5976,1083:1083,07/21/17 02:55:40,STABLE BEAMS,6500,138760.156,136811.305,16.6,HFET
299481:5976,1084:1084,07/21/17 02:56:04,STABLE BEAMS,6500,138743.758,136429.660,16.6,HFET
299481:5976,1085:1085,07/21/17 02:56:27,STABLE BEAMS,6500,138703.781,136391.297,16.6,HFET
299481:5976,1086:1086,07/21/17 02:56:50,STABLE BEAMS,6500,138644.596,136187.521,16.6,HFET
299481:5976,1087:1087,07/21/17 02:57:14,STABLE BEAMS,6500,138611.346,136347.589,16.6,HFET
299481:5976,1088:1088,07/21/17 02:57:37,STABLE BEAMS,6500,138573.862,136310.633,16.6,HFET
299481:5976,1089:1089,07/21/17 02:58:00,STABLE BEAMS,6500,138527.995,136106.564,16.6,HFET
299481:5976,1090:1090,07/21/17 02:58:23,STABLE BEAMS,6500,138481.244,136123.906,16.6,HFET
299481:5976,1091:1091,07/21/17 02:58:47,STABLE BEAMS,6500,138425.398,136102.701,16.6,HFET
299481:5976,1092:1092,07/21/17 02:59:10,STABLE BEAMS,6500,138352.014,135838.807,16.6,HFET
299481:5976,1093:1093,07/21/17 02:59:33,STABLE BEAMS,6500,138349.388,135771.151,16.6,HFET
299481:5976,1094:1094,07/21/17 02:59:57,STABLE BEAMS,6500,138202.718,135917.873,16.6,HFET
299481:5976,1095:1095,07/21/17 03:00:20,STABLE BEAMS,6500,138259.336,134356.104,16.6,HFET
299481:5976,1096:1096,07/21/17 03:00:43,STABLE BEAMS,6500,138173.581,88664.335,16.6,HFET
299481:5976,1097:1097,07/21/17 03:01:07,STABLE BEAMS,6500,138203.516,24094.188,16.6,HFET
299481:5976,1098:1098,07/21/17 03:01:30,STABLE BEAMS,6500,138118.019,135448.262,16.6,HFET
299481:5976,1099:1099,07/21/17 03:01:53,STABLE BEAMS,6500,138071.441,136042.772,16.6,HFET
299481:5976,1100:1100,07/21/17 03:02:17,STABLE BEAMS,6500,138031.037,135780.199,16.6,HFET
299481:5976,1101:1101,07/21/17 03:02:40,STABLE BEAMS,6500,137972.309,135688.364,16.6,HFET
299481:5976,1102:1102,07/21/17 03:03:03,STABLE BEAMS,6500,137923.756,135832.942,16.5,HFET
299481:5976,1103:1103,07/21/17 03:03:27,STABLE BEAMS,6500,137883.426,133484.346,16.5,HFET
299481:5976,1104:1104,07/21/17 03:03:50,STABLE BEAMS,6500,137825.828,135545.296,16.5,HFET
299481:5976,1105:1105,07/21/17 03:04:13,STABLE BEAMS,6500,137796.274,133462.308,16.5,HFET
299481:5976,1106:1106,07/21/17 03:04:36,STABLE BEAMS,6500,137755.711,135445.442,16.5,HFET
299481:5976,1107:1107,07/21/17 03:05:00,STABLE BEAMS,6500,137710.276,135211.890,16.5,HFET
299481:5976,1108:1108,07/21/17 03:05:23,STABLE BEAMS,6500,137653.513,135254.079,16.5,HFET
299481:5976,1109:1109,07/21/17 03:05:46,STABLE BEAMS,6500,137449.389,135275.033,16.5,HFET
299481:5976,1110:1110,07/21/17 03:06:10,STABLE BEAMS,6500,137049.556,132874.572,16.4,HFET
299481:5976,1111:1111,07/21/17 03:06:33,STABLE BEAMS,6500,137049.188,134629.419,16.4,HFET
299481:5976,1112:1112,07/21/17 03:06:56,STABLE BEAMS,6500,137016.567,134882.274,16.4,HFET
299481:5976,1113:1113,07/21/17 03:07:20,STABLE BEAMS,6500,136972.030,134522.308,16.4,HFET
299481:5976,1114:1114,07/21/17 03:07:43,STABLE BEAMS,6500,136865.432,134480.057,16.4,HFET
299481:5976,1115:1115,07/21/17 03:08:06,STABLE BEAMS,6500,136743.470,134554.718,16.4,HFET
299481:5976,1116:1116,07/21/17 03:08:30,STABLE BEAMS,6500,136699.559,134319.715,16.4,HFET
299481:5976,1117:1117,07/21/17 03:08:53,STABLE BEAMS,6500,136670.008,134730.452,16.4,HFET
299481:5976,1118:1118,07/21/17 03:09:16,STABLE BEAMS,6500,136644.813,134329.384,16.4,HFET
299481:5976,1119:1119,07/21/17 03:09:40,STABLE BEAMS,6500,136616.035,89987.608,16.4,HFET
299481:5976,1120:1120,07/21/17 03:10:03,STABLE BEAMS,6500,136540.721,130586.464,16.4,HFET
299481:5976,1121:1121,07/21/17 03:10:26,STABLE BEAMS,6500,136449.465,134230.103,16.4,HFET
299481:5976,1122:1122,07/21/17 03:10:49,STABLE BEAMS,6500,136391.222,133988.065,16.4,HFET
299481:5976,1123:1123,07/21/17 03:11:13,STABLE BEAMS,6500,136353.670,134078.612,16.4,HFET
299481:5976,1124:1124,07/21/17 03:11:36,STABLE BEAMS,6500,136281.131,133948.555,16.3,HFET
299481:5976,1125:1125,07/21/17 03:11:59,STABLE BEAMS,6500,136223.171,134076.172,16.3,HFET
299481:5976,1126:1126,07/21/17 03:12:23,STABLE BEAMS,6500,136339.128,134065.005,16.4,HFET
299481:5976,1127:1127,07/21/17 03:12:46,STABLE BEAMS,6500,136229.037,134113.860,16.3,HFET
299481:5976,1128:1128,07/21/17 03:13:09,STABLE BEAMS,6500,136197.412,133829.337,16.3,HFET
299481:5976,1129:1129,07/21/17 03:13:33,STABLE BEAMS,6500,136090.881,133950.056,16.3,HFET
299481:5976,1130:1130,07/21/17 03:13:56,STABLE BEAMS,6500,135976.619,134150.570,16.3,HFET
299481:5976,1131:1131,07/21/17 03:14:19,STABLE BEAMS,6500,135962.900,134039.965,16.3,HFET
299481:5976,1132:1132,07/21/17 03:14:43,STABLE BEAMS,6500,135948.125,133678.044,16.3,HFET
299481:5976,1133:1133,07/21/17 03:15:06,STABLE BEAMS,6500,135917.900,133714.368,16.3,HFET
299481:5976,1134:1134,07/21/17 03:15:29,STABLE BEAMS,6500,135874.704,133796.914,16.3,HFET
299481:5976,1135:1135,07/21/17 03:15:52,STABLE BEAMS,6500,135811.518,133518.835,16.3,HFET
299481:5976,1136:1136,07/21/17 03:16:16,STABLE BEAMS,6500,135755.793,133616.169,16.3,HFET
299481:5976,1137:1137,07/21/17 03:16:39,STABLE BEAMS,6500,135726.096,133366.011,16.3,HFET
299481:5976,1138:1138,07/21/17 03:17:02,STABLE BEAMS,6500,135777.845,127979.409,16.3,HFET
299481:5976,1139:1139,07/21/17 03:17:26,STABLE BEAMS,6500,135733.999,131440.027,16.3,HFET
299481:5976,1140:1140,07/21/17 03:17:49,STABLE BEAMS,6500,135680.790,133423.589,16.3,HFET
299481:5976,1141:1141,07/21/17 03:18:12,STABLE BEAMS,6500,135601.309,133501.443,16.3,HFET
299481:5976,1142:1142,07/21/17 03:18:36,STABLE BEAMS,6500,135534.283,133088.799,16.3,HFET
299481:5976,1143:1143,07/21/17 03:18:59,STABLE BEAMS,6500,135412.737,133310.776,16.2,HFET
299481:5976,1144:1144,07/21/17 03:19:22,STABLE BEAMS,6500,135373.297,132740.305,16.2,HFET
299481:5976,1145:1145,07/21/17 03:19:46,STABLE BEAMS,6500,135381.151,133097.027,16.2,HFET
299481:5976,1146:1146,07/21/17 03:20:09,STABLE BEAMS,6500,135327.342,132950.228,16.2,HFET
299481:5976,1147:1147,07/21/17 03:20:32,STABLE BEAMS,6500,135283.179,132750.929,16.2,HFET
299481:5976,1148:1148,07/21/17 03:20:55,STABLE BEAMS,6500,135250.795,132844.809,16.2,HFET
299481:5976,1149:1149,07/21/17 03:21:19,STABLE BEAMS,6500,135219.050,117594.173,16.2,HFET
299481:5976,1150:1150,07/21/17 03:21:42,STABLE BEAMS,6500,135162.947,30462.051,16.2,HFET
299481:5976,1151:1151,07/21/17 03:22:05,STABLE BEAMS,6500,135137.547,84091.351,16.2,HFET
299481:5976,1152:1152,07/21/17 03:22:29,STABLE BEAMS,6500,135089.212,132874.141,16.2,HFET
299481:5976,1153:1153,07/21/17 03:22:52,STABLE BEAMS,6500,135075.444,133107.953,16.2,HFET
299481:5976,1154:1154,07/21/17 03:23:15,STABLE BEAMS,6500,135033.539,132597.358,16.2,HFET
299481:5976,1155:1155,07/21/17 03:23:39,STABLE BEAMS,6500,134988.505,132777.525,16.2,HFET
299481:5976,1156:1156,07/21/17 03:24:02,STABLE BEAMS,6500,134972.614,132414.267,16.2,HFET
299481:5976,1157:1157,07/21/17 03:24:25,STABLE BEAMS,6500,135070.965,132823.299,16.2,HFET
299481:5976,1158:1158,07/21/17 03:24:49,STABLE BEAMS,6500,134980.566,132827.680,16.2,HFET
299481:5976,1159:1159,07/21/17 03:25:12,STABLE BEAMS,6500,134893.505,132491.523,16.2,HFET
299481:5976,1160:1160,07/21/17 03:25:35,STABLE BEAMS,6500,134717.495,132011.119,16.2,HFET
299481:5976,1161:1161,07/21/17 03:25:59,STABLE BEAMS,6500,134699.187,132676.622,16.2,HFET
299481:5976,1162:1162,07/21/17 03:26:22,STABLE BEAMS,6500,134678.671,132347.517,16.2,HFET
299481:5976,1163:1163,07/21/17 03:26:45,STABLE BEAMS,6500,134628.251,132512.474,16.1,HFET
299481:5976,1164:1164,07/21/17 03:27:08,STABLE BEAMS,6500,134581.906,132376.849,16.1,HFET
299481:5976,1165:1165,07/21/17 03:27:32,STABLE BEAMS,6500,134577.501,130430.013,16.1,HFET
299481:5976,1166:1166,07/21/17 03:27:55,STABLE BEAMS,6500,134519.081,132443.672,16.1,HFET
299481:5976,1167:1167,07/21/17 03:28:18,STABLE BEAMS,6500,134442.293,130116.753,16.1,HFET
299481:5976,1168:1168,07/21/17 03:28:42,STABLE BEAMS,6500,134430.121,132042.762,16.1,HFET
299481:5976,1169:1169,07/21/17 03:29:05,STABLE BEAMS,6500,134409.568,132148.115,16.1,HFET
299481:5976,1170:1170,07/21/17 03:29:28,STABLE BEAMS,6500,134333.714,131916.997,16.1,HFET
299481:5976,1171:1171,07/21/17 03:29:52,STABLE BEAMS,6500,134254.730,132274.035,16.1,HFET
299481:5976,1172:1172,07/21/17 03:30:15,STABLE BEAMS,6500,134206.951,132506.312,16.1,HFET
299481:5976,1173:1173,07/21/17 03:30:38,STABLE BEAMS,6500,134174.557,132133.280,16.1,HFET
299481:5976,1174:1174,07/21/17 03:31:02,STABLE BEAMS,6500,134099.440,132092.138,16.1,HFET
299481:5976,1175:1175,07/21/17 03:31:25,STABLE BEAMS,6500,134087.035,131771.872,16.1,HFET
299481:5976,1176:1176,07/21/17 03:31:48,STABLE BEAMS,6500,134047.832,132160.442,16.1,HFET
299481:5976,1177:1177,07/21/17 03:32:12,STABLE BEAMS,6500,133992.274,132077.202,16.1,HFET
299481:5976,1178:1178,07/21/17 03:32:35,STABLE BEAMS,6500,133937.477,131588.056,16.1,HFET
299481:5976,1179:1179,07/21/17 03:32:58,STABLE BEAMS,6500,133878.103,131749.495,16.1,HFET
299481:5976,1180:1180,07/21/17 03:33:21,STABLE BEAMS,6500,133947.648,131633.494,16.1,HFET
299481:5976,1181:1181,07/21/17 03:33:45,STABLE BEAMS,6500,133962.029,131834.433,16.1,HFET
299481:5976,1182:1182,07/21/17 03:34:08,STABLE BEAMS,6500,133899.072,131620.241,16.1,HFET
299481:5976,1183:1183,07/21/17 03:34:31,STABLE BEAMS,6500,133850.950,131912.063,16.1,HFET
299481:5976,1184:1184,07/21/17 03:34:55,STABLE BEAMS,6500,133703.958,131271.079,16.0,HFET
299481:5976,1185:1185,07/21/17 03:35:18,STABLE BEAMS,6500,133697.111,129302.370,16.0,HFET
299481:5976,1186:1186,07/21/17 03:35:41,STABLE BEAMS,6500,133629.714,131698.080,16.0,HFET
299481:5976,1187:1187,07/21/17 03:36:05,STABLE BEAMS,6500,133523.656,131588.563,16.0,HFET
299481:5976,1188:1188,07/21/17 03:36:28,STABLE BEAMS,6500,133491.375,131217.026,16.0,HFET
299481:5976,1189:1189,07/21/17 03:36:51,STABLE BEAMS,6500,133597.175,131044.189,16.0,HFET
299481:5976,1190:1190,07/21/17 03:37:15,STABLE BEAMS,6500,133426.911,129692.311,16.0,HFET
299481:5976,1191:1191,07/21/17 03:37:38,STABLE BEAMS,6500,133427.279,129539.795,16.0,HFET
299481:5976,1192:1192,07/21/17 03:38:01,STABLE BEAMS,6500,133405.329,131257.392,16.0,HFET
299481:5976,1193:1193,07/21/17 03:38:25,STABLE BEAMS,6500,133377.956,131261.235,16.0,HFET
299481:5976,1194:1194,07/21/17 03:38:48,STABLE BEAMS,6500,133329.099,131335.018,16.0,HFET
299481:5976,1195:1195,07/21/17 03:39:11,STABLE BEAMS,6500,133294.451,131273.271,16.0,HFET
299481:5976,1196:1196,07/21/17 03:39:34,STABLE BEAMS,6500,133265.409,131122.882,16.0,HFET
299481:5976,1197:1197,07/21/17 03:39:58,STABLE BEAMS,6500,133208.602,131221.612,16.0,HFET
299481:5976,1198:1198,07/21/17 03:40:21,STABLE BEAMS,6500,133180.162,131068.104,16.0,HFET
299481:5976,1199:1199,07/21/17 03:40:44,STABLE BEAMS,6500,133169.868,131213.604,16.0,HFET
299481:5976,1200:1200,07/21/17 03:41:08,STABLE BEAMS,6500,133154.188,130983.251,16.0,HFET
299481:5976,1201:1201,07/21/17 03:41:31,STABLE BEAMS,6500,133123.994,131171.063,16.0,HFET
299481:5976,1202:1202,07/21/17 03:41:54,STABLE BEAMS,6500,133083.849,130884.209,16.0,HFET
299481:5976,1203:1203,07/21/17 03:42:18,STABLE BEAMS,6500,133018.847,130943.198,16.0,HFET
299481:5976,1204:1204,07/21/17 03:42:41,STABLE BEAMS,6500,132969.047,130834.367,16.0,HFET
299481:5976,1205:1205,07/21/17 03:43:04,STABLE BEAMS,6500,132924.682,130511.872,15.9,HFET
299481:5976,1206:1206,07/21/17 03:43:28,STABLE BEAMS,6500,132875.520,130863.541,15.9,HFET
299481:5976,1207:1207,07/21/17 03:43:51,STABLE BEAMS,6500,132830.652,130728.040,15.9,HFET
299481:5976,1208:1208,07/21/17 03:44:14,STABLE BEAMS,6500,132791.453,130750.008,15.9,HFET
299481:5976,1209:1209,07/21/17 03:44:37,STABLE BEAMS,6500,132754.524,130498.426,15.9,HFET
299481:5976,1210:1210,07/21/17 03:45:01,STABLE BEAMS,6500,132705.448,128677.868,15.9,HFET
299481:5976,1211:1211,07/21/17 03:45:24,STABLE BEAMS,6500,132646.803,130396.447,15.9,HFET
299481:5976,1212:1212,07/21/17 03:45:47,STABLE BEAMS,6500,132609.874,130449.715,15.9,HFET
299481:5976,1213:1213,07/21/17 03:46:11,STABLE BEAMS,6500,132547.929,82294.238,15.9,HFET
299481:5976,1214:1214,07/21/17 03:46:34,STABLE BEAMS,6500,132508.363,130506.349,15.9,HFET
299481:5976,1215:1215,07/21/17 03:46:57,STABLE BEAMS,6500,132481.507,130294.770,15.9,HFET
299481:5976,1216:1216,07/21/17 03:47:21,STABLE BEAMS,6500,132458.245,130363.074,15.9,HFET
299481:5976,1217:1217,07/21/17 03:47:44,STABLE BEAMS,6500,132426.126,128666.896,15.9,HFET
299481:5976,1218:1218,07/21/17 03:48:07,STABLE BEAMS,6500,132409.269,130224.749,15.9,HFET
299481:5976,1219:1219,07/21/17 03:48:31,STABLE BEAMS,6500,132387.370,130354.534,15.9,HFET
299481:5976,1220:1220,07/21/17 03:48:54,STABLE BEAMS,6500,132348.601,130348.239,15.9,HFET
299481:5976,1221:1221,07/21/17 03:49:17,STABLE BEAMS,6500,132304.349,130364.002,15.9,HFET
299481:5976,1222:1222,07/21/17 03:49:41,STABLE BEAMS,6500,132250.478,130068.672,15.9,HFET
299481:5976,1223:1223,07/21/17 03:50:04,STABLE BEAMS,6500,132238.418,130306.321,15.9,HFET
299481:5976,1224:1224,07/21/17 03:50:27,STABLE BEAMS,6500,132180.020,130333.332,15.9,HFET
299481:5976,1225:1225,07/21/17 03:50:50,STABLE BEAMS,6500,132124.027,129972.265,15.8,HFET
