#Data tag : 19v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
324022:7256,287:287,10/04/18 08:41:22,STABLE BEAMS,6500,238502.921,232292.406,28.6,HFOC
324022:7256,288:288,10/04/18 08:41:45,STABLE BEAMS,6500,238447.607,228915.217,28.6,HFOC
324022:7256,289:289,10/04/18 08:42:09,STABLE BEAMS,6500,238361.006,232197.603,28.6,HFOC
324022:7256,290:290,10/04/18 08:42:32,STABLE BEAMS,6500,238162.520,231997.709,28.6,HFOC
324022:7256,291:291,10/04/18 08:42:55,STABLE BEAMS,6500,237986.978,231838.276,28.6,HFOC
324022:7256,292:292,10/04/18 08:43:19,STABLE BEAMS,6500,237847.410,231681.568,28.5,HFOC
324022:7256,293:293,10/04/18 08:43:42,STABLE BEAMS,6500,237685.663,231533.584,28.5,HFOC
324022:7256,294:294,10/04/18 08:44:05,STABLE BEAMS,6500,237457.088,231285.579,28.5,HFOC
324022:7256,295:295,10/04/18 08:44:29,STABLE BEAMS,6500,237350.095,231141.408,28.5,HFOC
324022:7256,296:296,10/04/18 08:44:52,STABLE BEAMS,6500,237169.923,230748.401,28.5,HFOC
324022:7256,297:297,10/04/18 08:45:15,STABLE BEAMS,6500,237118.983,230942.920,28.5,HFOC
324022:7256,298:298,10/04/18 08:45:38,STABLE BEAMS,6500,236981.544,230904.500,28.4,HFOC
324022:7256,299:299,10/04/18 08:46:02,STABLE BEAMS,6500,236982.008,230848.476,28.4,HFOC
324022:7256,300:300,10/04/18 08:46:25,STABLE BEAMS,6500,237346.215,231274.645,28.5,HFOC
324022:7256,301:301,10/04/18 08:46:48,STABLE BEAMS,6500,237109.273,231026.688,28.5,HFOC
324022:7256,302:302,10/04/18 08:47:12,STABLE BEAMS,6500,237032.177,230955.935,28.4,HFOC
324022:7256,303:303,10/04/18 08:47:35,STABLE BEAMS,6500,236899.428,230829.762,28.4,HFOC
324022:7256,304:304,10/04/18 08:47:58,STABLE BEAMS,6500,236697.858,230526.677,28.4,HFOC
324022:7256,305:305,10/04/18 08:48:22,STABLE BEAMS,6500,236540.028,223896.719,28.4,HFOC
324022:7256,306:306,10/04/18 08:48:45,STABLE BEAMS,6500,236386.616,230350.784,28.4,HFOC
324022:7256,307:307,10/04/18 08:49:08,STABLE BEAMS,6500,236050.478,229961.277,28.3,HFOC
324022:7256,308:308,10/04/18 08:49:32,STABLE BEAMS,6500,236137.216,230060.786,28.3,HFOC
324022:7256,309:309,10/04/18 08:49:55,STABLE BEAMS,6500,235991.558,229966.490,28.3,HFOC
324022:7256,310:310,10/04/18 08:50:18,STABLE BEAMS,6500,235827.383,222887.145,28.3,HFOC
324022:7256,311:311,10/04/18 08:50:42,STABLE BEAMS,6500,235657.162,229632.310,28.3,HFOC
324022:7256,312:312,10/04/18 08:51:05,STABLE BEAMS,6500,235512.519,229494.251,28.3,HFOC
324022:7256,313:313,10/04/18 08:51:28,STABLE BEAMS,6500,235459.870,229459.992,28.3,HFOC
324022:7256,314:314,10/04/18 08:51:51,STABLE BEAMS,6500,235108.830,136642.100,28.2,HFOC
324022:7256,315:315,10/04/18 08:52:15,STABLE BEAMS,6500,234962.209,225666.484,28.2,HFOC
324022:7256,316:316,10/04/18 08:52:38,STABLE BEAMS,6500,234774.266,228812.052,28.2,HFOC
324022:7256,317:317,10/04/18 08:53:01,STABLE BEAMS,6500,234635.246,225389.877,28.2,HFOC
324022:7256,318:318,10/04/18 08:53:25,STABLE BEAMS,6500,234468.324,228493.146,28.1,HFOC
324022:7256,319:319,10/04/18 08:53:48,STABLE BEAMS,6500,234334.185,228348.341,28.1,HFOC
324022:7256,320:320,10/04/18 08:54:11,STABLE BEAMS,6500,234269.326,228359.262,28.1,HFOC
324022:7256,321:321,10/04/18 08:54:35,STABLE BEAMS,6500,234116.994,228162.046,28.1,HFOC
324022:7256,322:322,10/04/18 08:54:58,STABLE BEAMS,6500,233962.189,228048.298,28.1,HFOC
324022:7256,323:323,10/04/18 08:55:21,STABLE BEAMS,6500,233839.686,227941.040,28.1,HFOC
324022:7256,324:324,10/04/18 08:55:45,STABLE BEAMS,6500,233680.087,227712.287,28.0,HFOC
324022:7256,325:325,10/04/18 08:56:08,STABLE BEAMS,6500,233517.298,227608.343,28.0,HFOC
324022:7256,326:326,10/04/18 08:56:31,STABLE BEAMS,6500,233447.257,224320.136,28.0,HFOC
324022:7256,327:327,10/04/18 08:56:54,STABLE BEAMS,6500,233291.977,227405.530,28.0,HFOC
324022:7256,328:328,10/04/18 08:57:18,STABLE BEAMS,6500,233127.810,227211.688,28.0,HFOC
324022:7256,329:329,10/04/18 08:57:41,STABLE BEAMS,6500,233020.958,227106.879,28.0,HFOC
324022:7256,330:330,10/04/18 08:58:04,STABLE BEAMS,6500,232854.295,226998.520,27.9,HFOC
324022:7256,331:331,10/04/18 08:58:28,STABLE BEAMS,6500,232677.431,226831.876,27.9,HFOC
324022:7256,332:332,10/04/18 08:58:51,STABLE BEAMS,6500,232455.488,226625.300,27.9,HFOC
324022:7256,333:333,10/04/18 08:59:14,STABLE BEAMS,6500,232270.428,226402.855,27.9,HFOC
324022:7256,334:334,10/04/18 08:59:38,STABLE BEAMS,6500,232153.773,226340.640,27.9,HFOC
324022:7256,335:335,10/04/18 09:00:01,STABLE BEAMS,6500,232069.739,226200.643,27.8,HFOC
324022:7256,336:336,10/04/18 09:00:24,STABLE BEAMS,6500,231968.649,222890.877,27.8,HFOC
324022:7256,337:337,10/04/18 09:00:48,STABLE BEAMS,6500,231777.166,225957.589,27.8,HFOC
324022:7256,338:338,10/04/18 09:01:11,STABLE BEAMS,6500,231605.980,225760.831,27.8,HFOC
324022:7256,339:339,10/04/18 09:01:34,STABLE BEAMS,6500,231441.029,225664.853,27.8,HFOC
324022:7256,340:340,10/04/18 09:01:58,STABLE BEAMS,6500,231310.437,225518.575,27.8,HFOC
324022:7256,341:341,10/04/18 09:02:21,STABLE BEAMS,6500,231218.166,225458.055,27.7,HFOC
324022:7256,342:342,10/04/18 09:02:44,STABLE BEAMS,6500,231104.955,225356.822,27.7,HFOC
324022:7256,343:343,10/04/18 09:03:07,STABLE BEAMS,6500,231011.195,225223.298,27.7,HFOC
324022:7256,344:344,10/04/18 09:03:31,STABLE BEAMS,6500,230923.383,225155.494,27.7,HFOC
324022:7256,345:345,10/04/18 09:03:54,STABLE BEAMS,6500,230890.410,221852.422,27.7,HFOC
324022:7256,346:346,10/04/18 09:04:17,STABLE BEAMS,6500,230705.665,224953.628,27.7,HFOC
324022:7256,347:347,10/04/18 09:04:41,STABLE BEAMS,6500,230571.392,224848.505,27.7,HFOC
324022:7256,348:348,10/04/18 09:05:04,STABLE BEAMS,6500,230384.110,224614.677,27.6,HFOC
324022:7256,349:349,10/04/18 09:05:27,STABLE BEAMS,6500,230115.476,224394.443,27.6,HFOC
324022:7256,350:350,10/04/18 09:05:51,STABLE BEAMS,6500,229920.939,224154.170,27.6,HFOC
324022:7256,351:351,10/04/18 09:06:14,STABLE BEAMS,6500,229748.577,224018.015,27.6,HFOC
324022:7256,352:352,10/04/18 09:06:37,STABLE BEAMS,6500,230221.590,224497.172,27.6,HFOC
324022:7256,353:353,10/04/18 09:07:01,STABLE BEAMS,6500,230297.567,224574.740,27.6,HFOC
324022:7256,354:354,10/04/18 09:07:24,STABLE BEAMS,6500,230145.960,221199.119,27.6,HFOC
324022:7256,355:355,10/04/18 09:07:47,STABLE BEAMS,6500,230027.655,224301.531,27.6,HFOC
324022:7256,356:356,10/04/18 09:08:10,STABLE BEAMS,6500,229916.902,224206.736,27.6,HFOC
324022:7256,357:357,10/04/18 09:08:34,STABLE BEAMS,6500,229731.577,224016.692,27.6,HFOC
324022:7256,358:358,10/04/18 09:08:57,STABLE BEAMS,6500,229543.214,223858.097,27.5,HFOC
324022:7256,359:359,10/04/18 09:09:20,STABLE BEAMS,6500,229418.681,220513.982,27.5,HFOC
324022:7256,360:360,10/04/18 09:09:44,STABLE BEAMS,6500,229323.241,223614.895,27.5,HFOC
324022:7256,361:361,10/04/18 09:10:07,STABLE BEAMS,6500,229154.944,223472.304,27.5,HFOC
324022:7256,362:362,10/04/18 09:10:30,STABLE BEAMS,6500,229020.358,223312.193,27.5,HFOC
324022:7256,363:363,10/04/18 09:10:54,STABLE BEAMS,6500,228872.593,223202.324,27.5,HFOC
324022:7256,364:364,10/04/18 09:11:17,STABLE BEAMS,6500,228648.314,223006.038,27.4,HFOC
324022:7256,365:365,10/04/18 09:11:40,STABLE BEAMS,6500,228500.157,222853.529,27.4,HFOC
324022:7256,366:366,10/04/18 09:12:04,STABLE BEAMS,6500,228308.638,222660.500,27.4,HFOC
324022:7256,367:367,10/04/18 09:12:27,STABLE BEAMS,6500,228164.610,222538.596,27.4,HFOC
324022:7256,368:368,10/04/18 09:12:50,STABLE BEAMS,6500,227998.340,222284.550,27.4,HFOC
324022:7256,369:369,10/04/18 09:13:14,STABLE BEAMS,6500,227883.175,222283.608,27.3,HFOC
324022:7256,370:370,10/04/18 09:13:37,STABLE BEAMS,6500,227751.643,222135.025,27.3,HFOC
324022:7256,371:371,10/04/18 09:14:00,STABLE BEAMS,6500,227652.977,222062.798,27.3,HFOC
324022:7256,372:372,10/04/18 09:14:23,STABLE BEAMS,6500,227560.649,221960.911,27.3,HFOC
324022:7256,373:373,10/04/18 09:14:47,STABLE BEAMS,6500,227419.315,221805.966,27.3,HFOC
324022:7256,374:374,10/04/18 09:15:10,STABLE BEAMS,6500,227287.253,221683.515,27.3,HFOC
324022:7256,375:375,10/04/18 09:15:33,STABLE BEAMS,6500,227090.453,221524.796,27.3,HFOC
324022:7256,376:376,10/04/18 09:15:57,STABLE BEAMS,6500,226943.777,221370.571,27.2,HFOC
324022:7256,377:377,10/04/18 09:16:20,STABLE BEAMS,6500,226819.555,221219.551,27.2,HFOC
324022:7256,378:378,10/04/18 09:16:43,STABLE BEAMS,6500,226691.659,217971.319,27.2,HFOC
324022:7256,379:379,10/04/18 09:17:07,STABLE BEAMS,6500,226556.766,220993.720,27.2,HFOC
324022:7256,380:380,10/04/18 09:17:30,STABLE BEAMS,6500,226466.320,220894.283,27.2,HFOC
324022:7256,381:381,10/04/18 09:17:53,STABLE BEAMS,6500,226361.688,220811.608,27.2,HFOC
324022:7256,382:382,10/04/18 09:18:17,STABLE BEAMS,6500,226209.666,220671.041,27.1,HFOC
324022:7256,383:383,10/04/18 09:18:40,STABLE BEAMS,6500,226015.818,220464.814,27.1,HFOC
324022:7256,384:384,10/04/18 09:19:03,STABLE BEAMS,6500,225832.905,220306.797,27.1,HFOC
324022:7256,385:385,10/04/18 09:19:27,STABLE BEAMS,6500,225651.380,220150.087,27.1,HFOC
324022:7256,386:386,10/04/18 09:19:50,STABLE BEAMS,6500,225476.191,219984.390,27.1,HFOC
324022:7256,387:387,10/04/18 09:20:13,STABLE BEAMS,6500,225374.775,216733.538,27.0,HFOC
324022:7256,388:388,10/04/18 09:20:36,STABLE BEAMS,6500,225251.073,213469.035,27.0,HFOC
324022:7256,389:389,10/04/18 09:21:00,STABLE BEAMS,6500,225082.602,219423.913,27.0,HFOC
324022:7256,390:390,10/04/18 09:21:23,STABLE BEAMS,6500,224996.955,216383.105,27.0,HFOC
324022:7256,391:391,10/04/18 09:21:46,STABLE BEAMS,6500,224894.142,219438.472,27.0,HFOC
324022:7256,392:392,10/04/18 09:22:10,STABLE BEAMS,6500,224806.250,219237.257,27.0,HFOC
324022:7256,393:393,10/04/18 09:22:33,STABLE BEAMS,6500,224609.917,219170.493,27.0,HFOC
324022:7256,394:394,10/04/18 09:22:56,STABLE BEAMS,6500,224531.688,219081.915,26.9,HFOC
324022:7256,395:395,10/04/18 09:23:20,STABLE BEAMS,6500,224439.617,218677.193,26.9,HFOC
324022:7256,396:396,10/04/18 09:23:43,STABLE BEAMS,6500,224376.523,218921.029,26.9,HFOC
324022:7256,397:397,10/04/18 09:24:06,STABLE BEAMS,6500,224832.519,219362.660,27.0,HFOC
324022:7256,398:398,10/04/18 09:24:30,STABLE BEAMS,6500,224744.318,219284.900,27.0,HFOC
324022:7256,399:399,10/04/18 09:24:53,STABLE BEAMS,6500,224303.917,215484.678,26.9,HFOC
324022:7256,400:400,10/04/18 09:25:16,STABLE BEAMS,6500,224076.062,218662.846,26.9,HFOC
324022:7256,401:401,10/04/18 09:25:39,STABLE BEAMS,6500,224268.367,218823.397,26.9,HFOC
324022:7256,402:402,10/04/18 09:26:03,STABLE BEAMS,6500,224344.704,218905.129,26.9,HFOC
324022:7256,403:403,10/04/18 09:26:26,STABLE BEAMS,6500,224067.750,218613.054,26.9,HFOC
324022:7256,404:404,10/04/18 09:26:49,STABLE BEAMS,6500,223225.177,217817.226,26.8,HFOC
324022:7256,405:405,10/04/18 09:27:13,STABLE BEAMS,6500,223133.228,217741.196,26.8,HFOC
324022:7256,406:406,10/04/18 09:27:36,STABLE BEAMS,6500,222907.935,217489.462,26.8,HFOC
324022:7256,407:407,10/04/18 09:27:59,STABLE BEAMS,6500,222701.467,217314.028,26.7,HFOC
324022:7256,408:408,10/04/18 09:28:23,STABLE BEAMS,6500,222570.516,214084.154,26.7,HFOC
324022:7256,409:409,10/04/18 09:28:46,STABLE BEAMS,6500,222525.080,217165.655,26.7,HFOC
324022:7256,410:410,10/04/18 09:29:09,STABLE BEAMS,6500,222587.124,217241.175,26.7,HFOC
324022:7256,411:411,10/04/18 09:29:33,STABLE BEAMS,6500,146122.261,143409.894,17.5,HFOC
324022:7256,412:412,10/04/18 09:29:56,STABLE BEAMS,6500,36981.194,36626.986,4.4,HFOC
324022:7256,413:413,10/04/18 09:30:19,STABLE BEAMS,6500,112758.931,111119.095,13.5,HFOC
324022:7256,414:414,10/04/18 09:30:43,STABLE BEAMS,6500,200562.847,196187.928,24.1,HFOC
324022:7256,415:415,10/04/18 09:31:06,STABLE BEAMS,6500,203784.701,199220.483,24.5,HFOC
324022:7256,416:416,10/04/18 09:31:29,STABLE BEAMS,6500,111455.391,109782.808,13.4,HFOC
324022:7256,417:417,10/04/18 09:31:52,STABLE BEAMS,6500,39685.304,39292.745,4.8,HFOC
324022:7256,418:418,10/04/18 09:32:16,STABLE BEAMS,6500,142533.722,140002.186,17.1,HFOC
324022:7256,419:419,10/04/18 09:32:39,STABLE BEAMS,6500,38505.008,38132.386,4.6,HFOC
324022:7256,420:420,10/04/18 09:33:02,STABLE BEAMS,6500,106921.559,105409.162,12.8,HFOC
324022:7256,421:421,10/04/18 09:33:26,STABLE BEAMS,6500,201222.993,196812.061,24.1,HFOC
324022:7256,422:422,10/04/18 09:33:49,STABLE BEAMS,6500,199834.927,195438.092,24.0,HFOC
324022:7256,423:423,10/04/18 09:34:12,STABLE BEAMS,6500,103486.570,100534.562,12.4,HFOC
324022:7256,424:424,10/04/18 09:34:36,STABLE BEAMS,6500,37561.351,37195.046,4.5,HFOC
324022:7256,425:425,10/04/18 09:34:59,STABLE BEAMS,6500,196762.611,192526.387,23.6,HFOC
324022:7256,426:426,10/04/18 09:35:22,STABLE BEAMS,6500,220150.575,214861.151,26.4,HFOC
324022:7256,427:427,10/04/18 09:35:46,STABLE BEAMS,6500,220076.445,214829.570,26.4,HFOC
324022:7256,428:428,10/04/18 09:36:09,STABLE BEAMS,6500,219989.493,214679.915,26.4,HFOC
324022:7256,429:429,10/04/18 09:36:32,STABLE BEAMS,6500,219906.272,214631.745,26.4,HFOC
324022:7256,430:430,10/04/18 09:36:56,STABLE BEAMS,6500,219681.168,214390.677,26.4,HFOC
324022:7256,431:431,10/04/18 09:37:19,STABLE BEAMS,6500,219806.379,211510.836,26.4,HFOC
324022:7256,432:432,10/04/18 09:37:42,STABLE BEAMS,6500,219711.165,214465.440,26.4,HFOC
324022:7256,433:433,10/04/18 09:38:05,STABLE BEAMS,6500,219590.363,214373.242,26.4,HFOC
324022:7256,434:434,10/04/18 09:38:29,STABLE BEAMS,6500,219449.598,214236.670,26.3,HFOC
324022:7256,435:435,10/04/18 09:38:52,STABLE BEAMS,6500,219368.597,214147.594,26.3,HFOC
324022:7256,436:436,10/04/18 09:39:15,STABLE BEAMS,6500,219033.501,213808.775,26.3,HFOC
324022:7256,437:437,10/04/18 09:39:39,STABLE BEAMS,6500,218968.917,213777.190,26.3,HFOC
324022:7256,438:438,10/04/18 09:40:02,STABLE BEAMS,6500,218851.954,213671.121,26.3,HFOC
324022:7256,439:439,10/04/18 09:40:25,STABLE BEAMS,6500,219052.340,213856.352,26.3,HFOC
324022:7256,440:440,10/04/18 09:40:49,STABLE BEAMS,6500,219191.351,213911.694,26.3,HFOC
324022:7256,441:441,10/04/18 09:41:12,STABLE BEAMS,6500,219239.589,175508.133,26.3,HFOC
324022:7256,442:442,10/04/18 09:41:35,STABLE BEAMS,6500,218977.002,159615.479,26.3,HFOC
324022:7256,443:443,10/04/18 09:41:59,STABLE BEAMS,6500,218907.428,213713.273,26.3,HFOC
324022:7256,444:444,10/04/18 09:42:22,STABLE BEAMS,6500,218841.122,213649.382,26.3,HFOC
324022:7256,445:445,10/04/18 09:42:45,STABLE BEAMS,6500,218520.668,213357.553,26.2,HFOC
324022:7256,446:446,10/04/18 09:43:08,STABLE BEAMS,6500,218454.321,213250.499,26.2,HFOC
324022:7256,447:447,10/04/18 09:43:32,STABLE BEAMS,6500,218370.950,213191.270,26.2,HFOC
324022:7256,448:448,10/04/18 09:43:55,STABLE BEAMS,6500,218203.337,212978.045,26.2,HFOC
324022:7256,449:449,10/04/18 09:44:18,STABLE BEAMS,6500,218030.826,212885.690,26.2,HFOC
324022:7256,450:450,10/04/18 09:44:42,STABLE BEAMS,6500,217910.078,212775.483,26.2,HFOC
324022:7256,451:451,10/04/18 09:45:05,STABLE BEAMS,6500,217776.793,209516.368,26.1,HFOC
324022:7256,452:452,10/04/18 09:45:28,STABLE BEAMS,6500,217645.325,212430.696,26.1,HFOC
324022:7256,453:453,10/04/18 09:45:52,STABLE BEAMS,6500,217472.455,149600.898,26.1,HFOC
324022:7256,454:454,10/04/18 09:46:15,STABLE BEAMS,6500,217374.392,212259.678,26.1,HFOC
324022:7256,455:455,10/04/18 09:46:38,STABLE BEAMS,6500,217276.560,212168.115,26.1,HFOC
324022:7256,456:456,10/04/18 09:47:02,STABLE BEAMS,6500,217162.361,212023.250,26.1,HFOC
324022:7256,457:457,10/04/18 09:47:25,STABLE BEAMS,6500,217033.127,211935.268,26.0,HFOC
324022:7256,458:458,10/04/18 09:47:48,STABLE BEAMS,6500,216855.080,211741.096,26.0,HFOC
324022:7256,459:459,10/04/18 09:48:11,STABLE BEAMS,6500,216774.519,211695.654,26.0,HFOC
324022:7256,460:460,10/04/18 09:48:35,STABLE BEAMS,6500,216649.846,211516.002,26.0,HFOC
324022:7256,461:461,10/04/18 09:48:58,STABLE BEAMS,6500,217093.662,211976.137,26.1,HFOC
324022:7256,462:462,10/04/18 09:49:21,STABLE BEAMS,6500,217095.539,211989.840,26.1,HFOC
324022:7256,463:463,10/04/18 09:49:45,STABLE BEAMS,6500,216922.291,208654.668,26.0,HFOC
324022:7256,464:464,10/04/18 09:50:08,STABLE BEAMS,6500,216799.883,211722.205,26.0,HFOC
324022:7256,465:465,10/04/18 09:50:31,STABLE BEAMS,6500,216690.863,205510.409,26.0,HFOC
324022:7256,466:466,10/04/18 09:50:55,STABLE BEAMS,6500,216562.203,208444.048,26.0,HFOC
324022:7256,467:467,10/04/18 09:51:18,STABLE BEAMS,6500,216354.718,211283.211,26.0,HFOC
324022:7256,468:468,10/04/18 09:51:41,STABLE BEAMS,6500,216226.150,211159.275,25.9,HFOC
324022:7256,469:469,10/04/18 09:52:05,STABLE BEAMS,6500,216120.915,210940.130,25.9,HFOC
324022:7256,470:470,10/04/18 09:52:28,STABLE BEAMS,6500,215966.184,210906.845,25.9,HFOC
324022:7256,471:471,10/04/18 09:52:51,STABLE BEAMS,6500,215845.699,207773.877,25.9,HFOC
324022:7256,472:472,10/04/18 09:53:15,STABLE BEAMS,6500,215683.862,210645.592,25.9,HFOC
324022:7256,473:473,10/04/18 09:53:38,STABLE BEAMS,6500,215524.499,210510.276,25.9,HFOC
324022:7256,474:474,10/04/18 09:54:01,STABLE BEAMS,6500,215371.132,210341.618,25.8,HFOC
324022:7256,475:475,10/04/18 09:54:25,STABLE BEAMS,6500,215264.552,210207.831,25.8,HFOC
324022:7256,476:476,10/04/18 09:54:48,STABLE BEAMS,6500,215192.181,210182.678,25.8,HFOC
324022:7256,477:477,10/04/18 09:55:11,STABLE BEAMS,6500,215152.397,210124.108,25.8,HFOC
324022:7256,478:478,10/04/18 09:55:34,STABLE BEAMS,6500,215104.214,210073.148,25.8,HFOC
324022:7256,479:479,10/04/18 09:55:58,STABLE BEAMS,6500,215085.231,210081.610,25.8,HFOC
324022:7256,480:480,10/04/18 09:56:21,STABLE BEAMS,6500,214925.412,209912.954,25.8,HFOC
324022:7256,481:481,10/04/18 09:56:44,STABLE BEAMS,6500,214784.807,206771.427,25.8,HFOC
324022:7256,482:482,10/04/18 09:57:08,STABLE BEAMS,6500,214636.962,209656.668,25.8,HFOC
324022:7256,483:483,10/04/18 09:57:31,STABLE BEAMS,6500,214515.568,209528.695,25.7,HFOC
324022:7256,484:484,10/04/18 09:57:54,STABLE BEAMS,6500,214387.941,209412.545,25.7,HFOC
324022:7256,485:485,10/04/18 09:58:18,STABLE BEAMS,6500,214243.592,206001.819,25.7,HFOC
324022:7256,486:486,10/04/18 09:58:41,STABLE BEAMS,6500,214121.748,209139.230,25.7,HFOC
324022:7256,487:487,10/04/18 09:59:04,STABLE BEAMS,6500,213998.761,209030.633,25.7,HFOC
324022:7256,488:488,10/04/18 09:59:28,STABLE BEAMS,6500,213778.076,208806.428,25.7,HFOC
324022:7256,489:489,10/04/18 09:59:51,STABLE BEAMS,6500,213604.261,208643.523,25.6,HFOC
324022:7256,490:490,10/04/18 10:00:14,STABLE BEAMS,6500,213658.025,208687.665,25.6,HFOC
324022:7256,491:491,10/04/18 10:00:37,STABLE BEAMS,6500,213444.396,208485.425,25.6,HFOC
324022:7256,492:492,10/04/18 10:01:01,STABLE BEAMS,6500,213312.342,208373.874,25.6,HFOC
324022:7256,493:493,10/04/18 10:01:24,STABLE BEAMS,6500,213200.046,208260.561,25.6,HFOC
324022:7256,494:494,10/04/18 10:01:47,STABLE BEAMS,6500,213227.027,208270.877,25.6,HFOC
324022:7256,495:495,10/04/18 10:02:11,STABLE BEAMS,6500,212855.564,204966.426,25.5,HFOC
324022:7256,496:496,10/04/18 10:02:34,STABLE BEAMS,6500,212821.053,207888.857,25.5,HFOC
324022:7256,497:497,10/04/18 10:02:57,STABLE BEAMS,6500,212812.595,207845.564,25.5,HFOC
324022:7256,498:498,10/04/18 10:03:21,STABLE BEAMS,6500,212551.910,207655.170,25.5,HFOC
324022:7256,499:499,10/04/18 10:03:44,STABLE BEAMS,6500,212391.350,207462.652,25.5,HFOC
324022:7256,500:500,10/04/18 10:04:07,STABLE BEAMS,6500,212200.841,207324.846,25.5,HFOC
324022:7256,501:501,10/04/18 10:04:31,STABLE BEAMS,6500,212020.840,207149.864,25.4,HFOC
324022:7256,502:502,10/04/18 10:04:54,STABLE BEAMS,6500,211959.980,207081.841,25.4,HFOC
324022:7256,503:503,10/04/18 10:05:17,STABLE BEAMS,6500,211895.268,204048.716,25.4,HFOC
324022:7256,504:504,10/04/18 10:05:41,STABLE BEAMS,6500,211825.523,206942.848,25.4,HFOC
324022:7256,505:505,10/04/18 10:06:04,STABLE BEAMS,6500,211674.570,206818.003,25.4,HFOC
324022:7256,506:506,10/04/18 10:06:27,STABLE BEAMS,6500,211554.685,206697.337,25.4,HFOC
324022:7256,507:507,10/04/18 10:06:50,STABLE BEAMS,6500,211429.746,206578.572,25.4,HFOC
324022:7256,508:508,10/04/18 10:07:14,STABLE BEAMS,6500,211275.728,206422.161,25.4,HFOC
324022:7256,509:509,10/04/18 10:07:37,STABLE BEAMS,6500,211116.480,206292.315,25.3,HFOC
324022:7256,510:510,10/04/18 10:08:00,STABLE BEAMS,6500,210946.195,206113.825,25.3,HFOC
324022:7256,511:511,10/04/18 10:08:24,STABLE BEAMS,6500,210796.738,205988.463,25.3,HFOC
324022:7256,512:512,10/04/18 10:08:47,STABLE BEAMS,6500,210688.786,205869.808,25.3,HFOC
324022:7256,513:513,10/04/18 10:09:10,STABLE BEAMS,6500,210579.846,205773.494,25.3,HFOC
324022:7256,514:514,10/04/18 10:09:34,STABLE BEAMS,6500,210460.333,205630.129,25.3,HFOC
324022:7256,515:515,10/04/18 10:09:57,STABLE BEAMS,6500,210331.120,205526.986,25.2,HFOC
324022:7256,516:516,10/04/18 10:10:20,STABLE BEAMS,6500,210679.532,205850.483,25.3,HFOC
324022:7256,517:517,10/04/18 10:10:44,STABLE BEAMS,6500,210845.079,206029.931,25.3,HFOC
324022:7256,518:518,10/04/18 10:11:07,STABLE BEAMS,6500,210643.038,205812.368,25.3,HFOC
324022:7256,519:519,10/04/18 10:11:30,STABLE BEAMS,6500,210536.672,205723.175,25.3,HFOC
324022:7256,520:520,10/04/18 10:11:53,STABLE BEAMS,6500,210405.523,205593.707,25.2,HFOC
324022:7256,521:521,10/04/18 10:12:17,STABLE BEAMS,6500,210177.876,205371.360,25.2,HFOC
324022:7256,522:522,10/04/18 10:12:40,STABLE BEAMS,6500,210122.058,205331.727,25.2,HFOC
324022:7256,523:523,10/04/18 10:13:03,STABLE BEAMS,6500,209957.736,202167.034,25.2,HFOC
324022:7256,524:524,10/04/18 10:13:27,STABLE BEAMS,6500,209785.009,205012.735,25.2,HFOC
324022:7256,525:525,10/04/18 10:13:50,STABLE BEAMS,6500,209613.246,204833.706,25.2,HFOC
324022:7256,526:526,10/04/18 10:14:13,STABLE BEAMS,6500,209440.144,204672.116,25.1,HFOC
324022:7256,527:527,10/04/18 10:14:37,STABLE BEAMS,6500,209307.449,204568.576,25.1,HFOC
324022:7256,528:528,10/04/18 10:15:00,STABLE BEAMS,6500,209120.225,204351.334,25.1,HFOC
324022:7256,529:529,10/04/18 10:15:23,STABLE BEAMS,6500,208954.646,204200.389,25.1,HFOC
324022:7256,530:530,10/04/18 10:15:47,STABLE BEAMS,6500,208830.406,204081.658,25.1,HFOC
324022:7256,531:531,10/04/18 10:16:10,STABLE BEAMS,6500,208726.943,203991.382,25.0,HFOC
324022:7256,532:532,10/04/18 10:16:33,STABLE BEAMS,6500,207378.403,202694.270,24.9,HFOC
324022:7256,533:533,10/04/18 10:16:57,STABLE BEAMS,6500,204268.948,196887.584,24.5,HFOC
324022:7256,534:534,10/04/18 10:17:20,STABLE BEAMS,6500,201361.467,196943.036,24.2,HFOC
324022:7256,535:535,10/04/18 10:17:43,STABLE BEAMS,6500,195215.975,191044.624,23.4,HFOC
324022:7256,536:536,10/04/18 10:18:06,STABLE BEAMS,6500,198121.954,193808.784,23.8,HFOC
324022:7256,537:537,10/04/18 10:18:30,STABLE BEAMS,6500,207832.883,203116.239,24.9,HFOC
324022:7256,538:538,10/04/18 10:18:53,STABLE BEAMS,6500,207876.593,203171.556,24.9,HFOC
324022:7256,539:539,10/04/18 10:19:16,STABLE BEAMS,6500,207758.865,203073.147,24.9,HFOC
324022:7256,540:540,10/04/18 10:19:40,STABLE BEAMS,6500,207574.572,202871.945,24.9,HFOC
324022:7256,541:541,10/04/18 10:20:03,STABLE BEAMS,6500,207419.907,194046.606,24.9,HFOC
324022:7256,542:542,10/04/18 10:20:26,STABLE BEAMS,6500,207255.129,202578.873,24.9,HFOC
324022:7256,543:543,10/04/18 10:20:50,STABLE BEAMS,6500,207038.752,202356.291,24.8,HFOC
324022:7256,544:544,10/04/18 10:21:13,STABLE BEAMS,6500,206974.605,202292.099,24.8,HFOC
